archetype,gene,log1p,z_scaled
arch_2,Lpin1,0.24241519,0.14286266
arch_2,Lpin2,0.31890455,0.090004146
arch_2,Lpl,0.021455323,-0.1552712
arch_2,Lpp,0.1106166,0.054391485
arch_2,Lppos,0.0748505,0.0035994654
arch_2,Lrba,0.033678036,0.032768935
arch_2,Lrch1,0.0081977565,0.0032043243
arch_2,Lrfn3,0.0068002627,-0.01857769
arch_2,Lrg1,0.3746518,-0.03404878
arch_2,Lrif1,0.014890931,-0.016686246
arch_2,Lrig1,0.015540518,0.06345097
arch_2,Lrig2,0.010951614,0.02302004
arch_2,Lrig3,0.010708669,0.02074525
arch_2,Lrit1,0.010494047,0.00854827
arch_2,Lrp1,0.33492032,0.08683399
arch_2,Lrp10,0.043826114,-0.016006578
arch_2,Lrp3,0.024494007,0.02334958
arch_2,Lrp4,0.007744475,0.002609083
arch_2,Lrp5,0.012531919,-0.0074223764
arch_2,Lrp6,0.062794715,0.017703382
arch_2,Lrpap1,0.054090746,0.011574487
arch_2,Lrpprc,0.06719795,-0.017660005
arch_2,Lrrc14,0.018624302,-0.015207987
arch_2,Lrrc20,0.008813376,-0.008480273
arch_2,Lrrc28,0.03229941,0.014247563
arch_2,Lrrc3,0.06913536,0.021002684
arch_2,Lrrc40,0.015470879,0.029572988
arch_2,Lrrc41,0.046841823,-0.012090857
arch_2,Lrrc42,0.03589775,0.013643279
arch_2,Lrrc45,0.011863546,0.025188396
arch_2,Lrrc47,0.029635662,0.022329547
arch_2,Lrrc58,0.10457199,0.026430484
arch_2,Lrrc59,0.055717666,0.020245586
arch_2,Lrrc61,0.0060682865,-0.015175168
arch_2,Lrrc8a,0.040885203,0.04899299
arch_2,Lrrc8d,0.032936495,-0.026340162
arch_2,Lrrfip1,0.03731462,0.062931865
arch_2,Lrrfip2,0.060106844,0.030711355
arch_2,Lrrk1,0.0116834,0.015406935
arch_2,Lrsam1,0.013990595,0.019267652
arch_2,Lrtm1,0.011328175,0.031058393
arch_2,Lsg1,0.036248405,0.038371105
arch_2,Lsm1,0.03950175,-0.031555798
arch_2,Lsm10,0.030033324,-0.004168972
arch_2,Lsm12,0.040982135,-0.032852184
arch_2,Lsm14a,0.036301523,0.009766527
arch_2,Lsm14b,0.023504306,0.00052541867
arch_2,Lsm2,0.039226398,-0.0046555717
arch_2,Lsm3,0.006518576,-0.014841691
arch_2,Lsm4,0.08304818,-0.025032552
arch_2,Lsm5,0.03636149,-0.03744742
arch_2,Lsm6,0.13617603,-0.036630612
arch_2,Lsm7,0.027021766,-0.042654246
arch_2,Lsm8,0.019682055,0.015643831
arch_2,Lsr,0.19892241,0.11339454
arch_2,Lss,0.031757303,0.041049555
arch_2,Lta4h,0.015464,0.024007658
arch_2,Ltbr,0.09244672,0.014439412
arch_2,Ltn1,0.033300746,0.014832185
arch_2,Ltv1,0.009512001,0.0014415142
arch_2,Luc7l,0.021135988,-0.01723047
arch_2,Luc7l2,0.18838075,0.054897532
arch_2,Luc7l3,0.048439693,0.030556701
arch_2,Lurap1l,0.07227758,0.0050930604
arch_2,Luzp1,0.023587152,0.04101853
arch_2,Ly6a,0.011302016,-0.0019243835
arch_2,Ly6e,0.518109,0.23205636
arch_2,Lyar,0.037810884,0.011642564
arch_2,Lyn,0.022003507,0.005813046
arch_2,Lypla1,0.20865832,0.015444849
arch_2,Lypla2,0.09811184,0.057819415
arch_2,Lyplal1,0.026860809,0.009041686
arch_2,Lyrm2,0.018406361,-0.023022218
arch_2,Lyrm4,0.01932508,-0.009194743
arch_2,Lyrm9,0.030335197,-0.020771574
arch_2,Lysmd1,0.0127885565,0.0110358
arch_2,Lysmd3,0.04682028,-0.0008081887
arch_2,Lysmd4,0.00843776,-0.0063557085
arch_2,Lyst,0.016464032,0.013974875
arch_2,Lyz2,0.005392635,-0.0016782619
arch_2,Lztfl1,0.021798797,-0.019858805
arch_2,Lztr1,0.014183606,-0.0073876167
arch_2,Lzts2,0.009263979,0.03041285
arch_2,M6pr,0.08851709,0.010823197
arch_2,Macf1,0.042610925,0.03185478
arch_2,Macrod1,0.06406426,0.020496191
arch_2,Macrod2,0.010040389,-0.013674958
arch_2,Mad2l1bp,0.011347648,0.0076383892
arch_2,Mad2l2,0.040328067,-0.006890388
arch_2,Madd,0.03859661,0.020566786
arch_2,Maea,0.0406906,0.024777012
arch_2,Maf,0.040169373,0.055040378
arch_2,Maf1,0.032229863,0.045334935
arch_2,Mafb,0.19914329,0.08025005
arch_2,Maff,0.030630771,0.010119316
arch_2,Mafg,0.12654495,0.06027489
arch_2,Mafk,0.016600398,0.03271411
arch_2,Maged1,0.07616017,-0.031405102
arch_2,Magi1,0.025877688,0.01135641
arch_2,Magi3,0.034062214,0.022697434
arch_2,Magix,0.016722562,-0.0026341397
arch_2,Magoh,0.010675205,-0.0655548
arch_2,Magt1,0.14033988,0.04694103
arch_2,Maip1,0.017856533,-0.034646712
arch_2,Mak16,0.017403819,0.0014864013
arch_2,Mal2,0.06047556,0.02569439
arch_2,Malat1,0.778644,0.2367424
arch_2,Malsu1,0.051097944,0.008142438
arch_2,Malt1,0.0113430545,0.021007553
arch_2,Maml1,0.008502272,-0.00944587
arch_2,Man1a,0.25277817,0.035034996
arch_2,Man1a2,0.054480862,0.04732045
arch_2,Man1b1,0.024325648,0.0024870886
arch_2,Man2a1,0.18898508,0.050511405
arch_2,Man2a2,0.024341498,0.0028958702
arch_2,Man2b1,0.044631056,-0.041651834
arch_2,Man2b2,0.020768931,0.03352005
arch_2,Man2c1,0.008448739,-0.015443182
arch_2,Manba,0.014063609,0.018155983
arch_2,Manbal,0.022605844,0.0055327145
arch_2,Manea,0.027680917,0.04914102
arch_2,Manf,0.07654695,-0.01719094
arch_2,Maoa,0.013210654,0.011025985
arch_2,Maob,0.28427726,0.12971343
arch_2,Map1lc3a,0.09598544,-0.029038558
arch_2,Map1lc3b,0.16938488,0.00882614
arch_2,Map2k1,0.035679467,0.021343136
arch_2,Map2k2,0.24328598,0.024840645
arch_2,Map2k3,0.10718274,0.018109944
arch_2,Map2k4,0.04244303,0.023382662
arch_2,Map2k5,0.030712046,0.009783449
arch_2,Map2k7,0.04931917,0.055706367
arch_2,Map3k1,0.017720822,0.021024184
arch_2,Map3k10,0.023809653,0.0013913705
arch_2,Map3k11,0.022995446,0.017684584
arch_2,Map3k13,0.0125279995,-0.01209047
arch_2,Map3k2,0.056699716,0.043871
arch_2,Map3k20,0.021140084,0.031808916
arch_2,Map3k4,0.032255292,0.034109205
arch_2,Map3k5,0.026101902,0.016714707
arch_2,Map3k7,0.03901914,0.052467946
arch_2,Map4,0.020714844,-0.007875851
arch_2,Map4k3,0.026595015,0.018607693
arch_2,Map4k5,0.018358659,0.00025171228
arch_2,Map7,0.041887227,0.019853216
arch_2,Map7d1,0.030025335,0.011428531
arch_2,Mapk1,0.12957537,0.033642564
arch_2,Mapk14,0.090548985,0.028763097
arch_2,Mapk15,0.006406605,-0.046804048
arch_2,Mapk1ip1l,0.08379469,-0.014840085
arch_2,Mapk3,0.031118557,-0.0270742
arch_2,Mapk6,0.03674258,0.02295549
arch_2,Mapk8,0.039147202,0.009517433
arch_2,Mapk8ip3,0.010861591,0.024968013
arch_2,Mapk9,0.0572411,0.044945497
arch_2,Mapkap1,0.08611953,0.0426387
arch_2,Mapkapk2,0.10697441,0.026442967
arch_2,Mapre1,0.04755229,0.0052907295
arch_2,Mapre2,0.020173356,0.058023445
arch_2,Mapre3,0.044536524,0.038831282
arch_2,Marc1,0.44054317,0.09430716
arch_2,Marc2,0.2609658,-0.085147105
arch_2,March2,0.077844195,-0.0032491116
arch_2,March5,0.1340934,0.030764636
arch_2,March6,0.13028193,0.003018336
arch_2,March7,0.036215782,-0.016180558
arch_2,March8,0.1157927,-0.004893218
arch_2,Marf1,0.055867635,0.0023971247
arch_2,Mark2,0.019259106,0.0043001613
arch_2,Mark3,0.05592365,0.021997811
arch_2,Mark4,0.0088109,-0.021571688
arch_2,Mars,0.031271756,-0.0071040774
arch_2,Marveld1,0.026894582,0.041755475
arch_2,Marveld2,0.011510058,0.032759134
arch_2,Masp1,0.1074851,0.039207734
arch_2,Masp2,0.16563398,-0.035482798
arch_2,Mast2,0.012429764,-0.0006448986
arch_2,Mast3,0.023107305,0.0381514
arch_2,Mat1a,1.2936615,0.22957873
arch_2,Mat2a,0.0970372,-0.00068429904
arch_2,Mat2b,0.05353922,0.006917689
arch_2,Matr3,0.077509314,0.049460597
arch_2,Mau2,0.02026344,0.021974556
arch_2,Mavs,0.09173767,0.05952561
arch_2,Max,0.020403713,0.022277622
arch_2,Maz,0.031872623,-0.003497636
arch_2,Mb21d2,0.02179475,-0.0041403975
arch_2,Mbd1,0.041799214,0.03736388
arch_2,Mbd2,0.06367633,0.055606984
arch_2,Mbd3,0.11332714,0.009553858
arch_2,Mbd5,0.0070346976,0.003274003
arch_2,Mbd6,0.016220344,0.0115600275
arch_2,Mbl1,0.17552297,-0.12478707
arch_2,Mbl2,0.32791078,-0.07871682
arch_2,Mblac2,0.017616468,0.020502659
arch_2,Mbnl1,0.14039704,0.031701468
arch_2,Mbnl2,0.03965746,-0.0023338343
arch_2,Mboat7,0.036514826,-0.004567957
arch_2,Mbtd1,0.043478508,0.02108156
arch_2,Mbtps1,0.049118552,0.036714576
arch_2,Mbtps2,0.010972872,-0.0088547915
arch_2,Mcat,0.037539102,0.02449939
arch_2,Mcc,0.03883716,0.0025834893
arch_2,Mccc1,0.027478062,-0.023210257
arch_2,Mccc2,0.046787225,0.0057665952
arch_2,Mcee,0.10223016,-0.036602907
arch_2,Mcfd2,0.16113098,0.047404464
arch_2,Mcl1,0.10638969,0.03250986
arch_2,Mcm10,0.11326193,0.0136221945
arch_2,Mcm3ap,0.012943505,-0.0025178567
arch_2,Mcmbp,0.03377233,0.030848466
arch_2,Mcoln1,0.021341452,0.038401265
arch_2,Mcph1,0.006441963,-0.0105289845
arch_2,Mcrip1,0.025475675,-0.032036923
arch_2,Mcrip2,0.06340371,-0.016167162
arch_2,Mcrs1,0.009335695,0.004437607
arch_2,Mctp2,0.01649928,0.024311084
arch_2,Mcts1,0.032580275,-0.040923662
arch_2,Mcts2,0.0074721253,-0.031304877
arch_2,Mcu,0.027964773,0.008404359
arch_2,Mcur1,0.04535991,0.010946907
arch_2,Mdfic,0.021601787,0.0020276327
arch_2,Mdh1,0.2439583,-0.050274253
arch_2,Mdh2,0.12970287,-0.07568866
arch_2,Mdm2,0.029785458,0.0333077
arch_2,Mdm4,0.0248741,0.0148827
arch_2,Mdn1,0.008716893,-0.013609899
arch_2,Mdp1,0.019415721,-0.04295364
arch_2,Me1,0.24130973,-0.0339705
arch_2,Mea1,0.06922942,-0.004050689
arch_2,Meaf6,0.017129268,-0.0049863467
arch_2,Mecp2,0.014009849,-0.007559534
arch_2,Mecr,0.021463554,-0.01956175
arch_2,Med1,0.043061927,0.06584761
arch_2,Med10,0.02027349,-0.001293719
arch_2,Med11,0.011035157,0.021564342
arch_2,Med12,0.01283688,0.015085097
arch_2,Med13,0.030555664,0.0067704413
arch_2,Med13l,0.02015663,0.008565534
arch_2,Med14,0.011113495,0.0051254267
arch_2,Med15,0.030598104,0.024439171
arch_2,Med16,0.007964695,-0.018127166
arch_2,Med17,0.012324771,0.00092082657
arch_2,Med19,0.017425504,-0.009029595
arch_2,Med20,0.014469398,0.021201108
arch_2,Med21,0.041151103,0.019040462
arch_2,Med22,0.014691422,0.028435184
arch_2,Med23,0.01136958,0.015904715
arch_2,Med25,0.026264042,0.020612687
arch_2,Med28,0.042260516,-0.010778709
arch_2,Med29,0.030194534,-0.06356248
arch_2,Med30,0.016413268,0.005084289
arch_2,Med31,0.005476775,-0.025772352
arch_2,Med4,0.021015327,0.03067711
arch_2,Med6,0.010416185,-0.006813115
arch_2,Med7,0.013729531,-0.015918205
arch_2,Med8,0.05459401,0.003415551
arch_2,Med9,0.013512776,-0.012374787
arch_2,Mef2a,0.044685986,0.03906495
arch_2,Mef2d,0.02705765,0.017184142
arch_2,Megf9,0.015279207,-0.03548889
arch_2,Meiob,0.014853405,-0.008075362
arch_2,Memo1,0.02313822,0.00569446
arch_2,Men1,0.011183998,-0.0040793987
arch_2,Mepce,0.0203665,0.0035621542
arch_2,Mertk,0.008485442,-0.019044371
arch_2,Mesd,0.022443192,0.010773007
arch_2,Met,0.06692155,0.041229505
arch_2,Metap1,0.037724264,-0.013032697
arch_2,Metap1d,0.030213319,-0.011670239
arch_2,Metap2,0.17244072,0.022479452
arch_2,Metrn,0.01671376,0.017941833
arch_2,Mettl1,0.01410364,0.050190207
arch_2,Mettl13,0.0053569777,-0.026053743
arch_2,Mettl16,0.019075602,0.0085832365
arch_2,Mettl22,0.009716498,-0.039476458
arch_2,Mettl23,0.052299682,-0.004251611
arch_2,Mettl26,0.10965692,-0.081134215
arch_2,Mettl27,0.024728458,0.000263365
arch_2,Mettl5,0.015308888,-0.018742682
arch_2,Mettl6,0.016208865,0.0030740476
arch_2,Mettl7a1,0.2273474,0.053686995
arch_2,Mettl7b,0.43958962,0.02905104
arch_2,Mettl8,0.017568953,0.019745683
arch_2,Mettl9,0.0678788,0.02074171
arch_2,Mex3c,0.012356033,0.019386865
arch_2,Mfap1a,0.015956746,0.018850885
arch_2,Mfap1b,0.009243384,-0.017549468
arch_2,Mff,0.05310778,-0.01361482
arch_2,Mfhas1,0.049373597,0.03694264
arch_2,Mfn1,0.047808707,0.04509094
arch_2,Mfn2,0.087751485,0.0011794907
arch_2,Mfsd1,0.11267726,0.018678555
arch_2,Mfsd11,0.013502473,0.011921275
arch_2,Mfsd12,0.012781231,0.020774798
arch_2,Mfsd14a,0.02046065,-0.0071711787
arch_2,Mfsd14b,0.04086857,0.005062041
arch_2,Mfsd2a,0.03586588,0.0699822
arch_2,Mfsd3,0.014304898,0.0095362915
arch_2,Mfsd4a,0.027773501,0.034016866
arch_2,Mfsd4b1,0.05064086,0.02663717
arch_2,Mfsd4b3,0.020200683,-0.019740948
arch_2,Mfsd5,0.0209636,0.015458451
arch_2,Mfsd6,0.013656146,-0.019068964
arch_2,Mfsd8,0.012063408,0.012950888
arch_2,Mga,0.037322097,0.013604702
arch_2,Mgam,0.07753422,0.039733022
arch_2,Mgat1,0.078305446,0.073052175
arch_2,Mgat2,0.07267495,0.0353441
arch_2,Mgat4b,0.038016044,0.016789196
arch_2,Mgat5,0.010263664,0.018812489
arch_2,Mgea5,0.06361494,0.029184006
arch_2,Mgll,0.15725398,-0.004787093
arch_2,Mgmt,0.022713607,-0.04651068
arch_2,Mgrn1,0.07235381,0.007822145
arch_2,Mgst1,1.1175877,-0.33128527
arch_2,Mgst3,0.008056963,-0.046207666
arch_2,Mia2,0.23980124,-0.0058835996
arch_2,Mia3,0.20123237,0.03102739
arch_2,Mib1,0.07137298,0.020757651
arch_2,Mib2,0.007547047,-0.021427859
arch_2,Mical2,0.008469956,-0.0035275721
arch_2,Mical3,0.012542906,-0.03038969
arch_2,Micall1,0.015721839,0.03315112
arch_2,Micu1,0.03065295,0.028714927
arch_2,Micu2,0.03897368,-0.0035232455
arch_2,Mid1ip1,0.056727655,0.032331675
arch_2,Midn,0.056650154,0.044391643
arch_2,Mief1,0.03873277,0.033163164
arch_2,Mief2,0.017511275,-0.01794532
arch_2,Mien1,0.1155483,0.018666314
arch_2,Mier1,0.069559075,0.0345511
arch_2,Mier3,0.01962811,0.006943819
arch_2,Mif,0.12408482,-0.12182387
arch_2,Mif4gd,0.050647773,-0.0015694788
arch_2,Miga2,0.040754348,-0.015917987
arch_2,Miip,0.015844597,0.0002098435
arch_2,Mindy1,0.124891005,0.042101607
arch_2,Mindy2,0.03435567,0.05461631
arch_2,Mindy3,0.028742284,-0.04963102
arch_2,Mink1,0.027671903,0.009847991
arch_2,Minos1,0.15772685,-0.12274833
arch_2,Minpp1,0.04104913,0.0034482512
arch_2,Mios,0.017342318,0.03708733
arch_2,Mipep,0.028557494,0.017157124
arch_2,Mis12,0.015600653,-0.006886116
arch_2,Mitd1,0.024639707,0.05019597
arch_2,Mkks,0.018120212,-0.007510137
arch_2,Mkl2,0.022399697,-0.0026926533
arch_2,Mkln1,0.07435441,0.02461083
arch_2,Mknk1,0.011949975,0.016639853
arch_2,Mknk2,0.07258688,0.062303793
arch_2,Mkrn1,0.03126534,-0.018034007
arch_2,Mkrn2,0.011942983,-0.035085667
arch_2,Mkrn2os,0.04107549,0.009806463
arch_2,Mlec,0.095901705,0.022770757
arch_2,Mlf2,0.16001436,0.028200082
arch_2,Mlh1,0.008361547,-0.017899923
arch_2,Mlh3,0.0070464993,-0.0071197376
arch_2,Mllt10,0.041902073,0.01077586
arch_2,Mllt6,0.0072273845,-0.033948034
arch_2,Mlx,0.035054136,0.0035375832
arch_2,Mlxipl,0.14442256,0.03944347
arch_2,Mlycd,0.13505758,0.039697398
arch_2,Mmaa,0.011234537,-0.03809193
arch_2,Mmab,0.010754949,-0.005966344
arch_2,Mmachc,0.011315476,0.01412468
arch_2,Mmadhc,0.087197736,0.0067724213
arch_2,Mmd,0.20568907,-0.018613223
arch_2,Mmd2,0.011918945,0.024678465
arch_2,Mme,0.019778762,-0.07155497
arch_2,Mmgt1,0.03473655,0.044584975
arch_2,Mmp14,0.008855883,0.0057509877
arch_2,Mmp15,0.055400766,0.07125782
arch_2,Mmp19,0.070550404,-0.014166482
arch_2,Mms19,0.014536125,-0.012398694
arch_2,Mn1,0.025142495,0.008918203
arch_2,Mnat1,0.01975258,0.0140573345
arch_2,Mnd1,0.00510095,-0.03881488
arch_2,Mnt,0.007274273,-0.0040898444
arch_2,Mob1a,0.047971725,0.020482972
arch_2,Mob1b,0.08671839,0.043526947
arch_2,Mob2,0.02869957,0.0044090543
arch_2,Mob3b,0.072389394,0.042062625
arch_2,Mob3c,0.014984156,0.01866949
arch_2,Mob4,0.0658473,0.04065513
arch_2,Mocos,0.028200647,-0.06146238
arch_2,Mocs1,0.07861075,-0.008888608
arch_2,Mocs2,0.15744247,0.0012428467
arch_2,Mocs3,0.009039222,0.0018089117
arch_2,Mogs,0.046138182,-0.0018382254
arch_2,Mon1a,0.025813967,0.059341077
arch_2,Mon1b,0.00670735,-0.012553118
arch_2,Mon2,0.05376608,0.02554103
arch_2,Morc2a,0.007275303,-0.01982381
arch_2,Morc3,0.011622684,0.011480923
arch_2,Morf4l1,0.3242378,0.019918997
arch_2,Morf4l2,0.10265627,0.042711712
arch_2,Morn2,0.018633287,-0.00800195
arch_2,Mosmo,0.02325846,0.016225066
arch_2,Mospd1,0.02344432,-0.0061150235
arch_2,Mospd2,0.032387286,-0.028232807
arch_2,Mospd3,0.05791662,0.030733299
arch_2,Mov10,0.015220859,0.008153436
arch_2,Mpc1,0.20974496,-0.043375503
arch_2,Mpc2,0.2239664,-0.0937074
arch_2,Mpdu1,0.056603096,0.008430455
arch_2,Mpdz,0.025044875,0.026316233
arch_2,Mpeg1,0.03404544,0.009327677
arch_2,Mpg,0.017865991,0.006181143
arch_2,Mphosph8,0.02225673,-0.026773492
arch_2,Mpi,0.01152753,0.028720327
arch_2,Mplkip,0.019394688,0.00931349
arch_2,Mpnd,0.09974176,0.0057271225
arch_2,Mpp1,0.024818396,0.0018895203
arch_2,Mpp5,0.023510747,0.02111562
arch_2,Mpp6,0.123418555,0.05649604
arch_2,Mpp7,0.011702766,0.027950954
arch_2,Mprip,0.045614295,0.02809073
arch_2,Mpst,0.098665535,-0.004327589
arch_2,Mpv17,0.02674012,0.012482512
arch_2,Mpv17l,0.031664956,0.019245248
arch_2,Mpv17l2,0.028126014,-0.025709376
arch_2,Mpzl2,0.054928616,0.032910433
arch_2,Mpzl3,0.01072532,-0.0054161125
arch_2,Mr1,0.009325232,0.0029458376
arch_2,Mrap,0.09016493,-0.0266747
arch_2,Mras,0.0039764415,-0.036233068
arch_2,Mreg,0.040310774,0.018166471
arch_2,Mrfap1,0.161515,0.015131926
arch_2,Mri1,0.014308131,-0.014274751
arch_2,Mrm2,0.014832559,-0.017929617
arch_2,Mrnip,0.00948865,-0.043287635
arch_2,Mroh1,0.021499868,-0.00485662
arch_2,Mrpl1,0.016759075,-0.05765113
arch_2,Mrpl10,0.05095149,0.006507891
arch_2,Mrpl11,0.060757905,-0.0053140353
arch_2,Mrpl12,0.22928227,0.042815905
arch_2,Mrpl13,0.057997007,-0.02587736
arch_2,Mrpl14,0.17394446,-0.07101941
arch_2,Mrpl15,0.057393044,-0.060882967
arch_2,Mrpl16,0.030614452,-0.029848332
arch_2,Mrpl17,0.07825682,-0.017176967
arch_2,Mrpl18,0.09301166,-0.025071338
arch_2,Mrpl19,0.019015605,-0.026718445
arch_2,Mrpl2,0.049932368,-0.029537376
arch_2,Mrpl20,0.08651884,-0.037673898
arch_2,Mrpl21,0.034281805,-0.03838252
arch_2,Mrpl22,0.024369229,-0.012129413
arch_2,Mrpl23,0.09153535,-0.024506649
arch_2,Mrpl24,0.05551503,-0.039345793
arch_2,Mrpl27,0.05421014,-0.038434185
arch_2,Mrpl28,0.10085463,-0.047104403
arch_2,Mrpl3,0.03309248,0.023933087
arch_2,Mrpl30,0.2314691,-0.024480106
arch_2,Mrpl32,0.05165459,-0.016682746
arch_2,Mrpl33,0.080654904,-0.055529132
arch_2,Mrpl34,0.0994126,-0.015932038
arch_2,Mrpl35,0.05483353,-0.011407275
arch_2,Mrpl36,0.073078506,-0.009202422
arch_2,Mrpl37,0.042359713,-0.014647914
arch_2,Mrpl38,0.06520152,-0.013889695
arch_2,Mrpl39,0.011687493,-0.06453654
arch_2,Mrpl4,0.02877846,-0.025265306
arch_2,Mrpl40,0.02762226,-0.04043124
arch_2,Mrpl41,0.026234638,-0.08051187
arch_2,Mrpl42,0.13644841,-0.052536905
arch_2,Mrpl43,0.098494865,0.023490489
arch_2,Mrpl44,0.043091293,0.036980078
arch_2,Mrpl45,0.036783375,-0.0076869074
arch_2,Mrpl46,0.021480126,-0.035482205
arch_2,Mrpl47,0.005501434,-0.053822316
arch_2,Mrpl48,0.06559269,0.0041326764
arch_2,Mrpl49,0.025495758,-0.018766839
arch_2,Mrpl50,0.05759358,0.0035885312
arch_2,Mrpl51,0.0938536,-0.040973835
arch_2,Mrpl52,0.23324595,-0.0712345
arch_2,Mrpl54,0.08537927,-0.035165686
arch_2,Mrpl55,0.06960875,-0.0023918883
arch_2,Mrpl57,0.12962426,-0.06704654
arch_2,Mrpl58,0.06058759,-0.00985631
arch_2,Mrpl9,0.036660038,-0.015674274
arch_2,Mrps10,0.07614404,-0.013466518
arch_2,Mrps11,0.02508265,-0.006930327
arch_2,Mrps12,0.106204316,-0.0081729
arch_2,Mrps14,0.07086661,-0.09805265
arch_2,Mrps15,0.07078478,-0.027161755
arch_2,Mrps16,0.07724903,-0.041654244
arch_2,Mrps17,0.081994854,-0.046078667
arch_2,Mrps18a,0.073822975,-0.028524652
arch_2,Mrps18b,0.054494694,-0.020271193
arch_2,Mrps18c,0.043429114,-0.122687094
arch_2,Mrps2,0.031820267,-0.0034873174
arch_2,Mrps21,0.1758407,-0.040641926
arch_2,Mrps22,0.009285411,-0.047909327
arch_2,Mrps23,0.041565165,-0.0014366906
arch_2,Mrps24,0.23302388,-0.06272206
arch_2,Mrps25,0.022874337,-0.0024004597
arch_2,Mrps26,0.04789249,-0.0075090537
arch_2,Mrps27,0.018644463,0.040116202
arch_2,Mrps28,0.017363932,-0.057214558
arch_2,Mrps30,0.019778468,0.01945616
arch_2,Mrps31,0.014782309,-0.055085737
arch_2,Mrps33,0.10686063,-0.03979325
arch_2,Mrps34,0.0653323,-0.030203268
arch_2,Mrps35,0.04356035,-0.0019196472
arch_2,Mrps36,0.080628924,0.0071542454
arch_2,Mrps5,0.0734863,-0.013092158
arch_2,Mrps6,0.023050282,-0.02420437
arch_2,Mrps7,0.12874782,-0.010976395
arch_2,Mrps9,0.033130813,0.01433561
arch_2,Mrrf,0.05029413,0.013219876
arch_2,Mrs2,0.01493116,-0.0055488646
arch_2,Mrto4,0.015168292,-0.042922437
arch_2,Msantd4,0.018385248,-0.016349513
arch_2,Msh2,0.011717445,0.0028374298
arch_2,Msh3,0.015926175,-0.0074904067
arch_2,Msi2,0.03239152,0.0065138233
arch_2,Msl1,0.06728417,0.043511897
arch_2,Msl2,0.033231426,0.038333762
arch_2,Msl3,0.039066397,-0.016952861
arch_2,Msmo1,0.14534368,-0.030737065
arch_2,Msra,0.23183902,0.05704085
arch_2,Msrb1,0.33787227,-0.039365817
arch_2,Msrb2,0.015894702,-0.00105868
arch_2,Mst1,0.09072929,0.015458753
arch_2,Msto1,0.006175813,-0.013166051
arch_2,Mt1,0.25391483,0.040915705
arch_2,Mt2,0.072942324,0.047342494
arch_2,Mta1,0.027597692,-0.008362308
arch_2,Mta2,0.031115582,0.012379289
arch_2,Mta3,0.008120929,-0.0025886074
arch_2,Mtap,0.022762723,0.004764107
arch_2,Mtch1,0.07810428,-0.006798771
arch_2,Mtch2,0.15805547,-0.0034858417
arch_2,Mtdh,0.15529591,0.02636538
arch_2,Mterf3,0.008025742,-0.009276672
arch_2,Mterf4,0.023191117,0.026978366
arch_2,Mtf1,0.018502388,0.0036020149
arch_2,Mtf2,0.0120647745,0.020275153
arch_2,Mtfmt,0.009706275,-0.00056387763
arch_2,Mtfp1,0.02720986,-0.0025774552
arch_2,Mtfr1,0.08822957,0.02965092
arch_2,Mtfr1l,0.07493215,0.012250325
arch_2,Mtg1,0.01097291,-0.0082480535
arch_2,Mtg2,0.021135649,0.016528923
arch_2,Mthfd1,0.10301091,-0.010215949
arch_2,Mthfd2,0.007512116,-0.0070771184
arch_2,Mthfd2l,0.011990539,0.042268276
arch_2,Mthfs,0.011851207,-0.0038302972
arch_2,Mthfsd,0.01040247,-0.013369295
arch_2,Mthfsl,0.015082702,0.0026618894
arch_2,Mtif2,0.022823473,0.0002673259
arch_2,Mtif3,0.031732455,0.024767201
arch_2,Mtm1,0.02317597,0.008237849
arch_2,Mtmr1,0.041405845,0.035627786
arch_2,Mtmr10,0.020588122,-0.017003207
arch_2,Mtmr14,0.019315414,0.0024457695
arch_2,Mtmr2,0.015539626,0.007865604
arch_2,Mtmr3,0.03243538,0.029189773
arch_2,Mtmr4,0.046862375,0.04812666
arch_2,Mtmr6,0.028474893,0.0154346675
arch_2,Mtmr9,0.022804122,-0.0013435781
arch_2,Mto1,0.018509917,0.024018846
arch_2,Mtor,0.039454497,0.019509414
arch_2,Mtpap,0.014714983,0.0017105835
arch_2,Mtpn,0.15268837,0.02144727
arch_2,Mtss1,0.3125651,0.12647581
arch_2,Mttp,0.19361311,0.011441611
arch_2,Mtus1,0.13910957,0.0052070892
arch_2,Mtx1,0.01704171,-0.052103586
arch_2,Mtx2,0.06756008,-0.0052049067
arch_2,Mtx3,0.014223984,0.02218931
arch_2,Mug1,0.51399493,-0.17123643
arch_2,Mug2,0.24252683,0.043872744
arch_2,Mul1,0.049188673,0.0010953527
arch_2,Mum1,0.016118985,0.04108608
arch_2,Mup1,0.032471705,-0.099619135
arch_2,Mup11,0.08001279,-0.2804185
arch_2,Mup12,0.017902493,-0.041262127
arch_2,Mup14,0.010610247,0.01184228
arch_2,Mup16,0.012987757,-0.029476956
arch_2,Mup17,0.09862146,-0.15434612
arch_2,Mup18,0.008830858,-0.016194178
arch_2,Mup2,0.014392851,-0.0061136824
arch_2,Mup20,1.0426573,0.010677323
arch_2,Mup21,0.08990398,-0.07875809
arch_2,Mup3,1.511235,-0.13902996
arch_2,Mup4,0.0062439763,-0.054372445
arch_2,Mup5,0.0067904233,-0.068354666
arch_2,Mup6,0.013543541,-0.047147773
arch_2,Mup7,0.005979827,-0.049355417
arch_2,Mup9,0.012004279,-0.044687554
arch_2,Mus81,0.008888492,0.007899108
