archetype,gene,log1p,z_scaled
arch_0,2010315B03Rik,0.03687852,0.032780524
arch_0,2010320M18Rik,0.016677462,-0.02070633
arch_0,2200002D01Rik,0.10324008,0.123323835
arch_0,2210016F16Rik,0.027749829,-0.061973225
arch_0,2210016L21Rik,0.028051281,0.06286612
arch_0,2300009A05Rik,0.09972733,0.046822798
arch_0,2310001H17Rik,0.063263625,0.01277369
arch_0,2310009B15Rik,0.037789546,0.03201674
arch_0,2310011J03Rik,0.02314627,0.0035615126
arch_0,2310022A10Rik,0.006225561,-0.0073348936
arch_0,2310022B05Rik,0.026379965,0.04462877
arch_0,2310030G06Rik,0.032045335,0.033733275
arch_0,2310033P09Rik,0.011250642,-0.01551193
arch_0,2310035C23Rik,0.030895308,0.05067039
arch_0,2310039H08Rik,0.120211676,-0.0011264419
arch_0,2310040G24Rik,0.009016341,0.0057305302
arch_0,2310061I04Rik,0.0694538,0.05660626
arch_0,2410004B18Rik,0.01371159,0.043363724
arch_0,2410015M20Rik,0.1413973,-0.1201557
arch_0,2510002D24Rik,0.047567308,0.03670625
arch_0,2510039O18Rik,0.03518356,0.044486955
arch_0,2610001J05Rik,0.033638533,0.00366103
arch_0,2610002M06Rik,0.030761428,0.030923318
arch_0,2610507B11Rik,0.048460856,0.012764539
arch_0,2610528J11Rik,0.01222508,-0.017584272
arch_0,2700062C07Rik,0.016470304,0.04571492
arch_0,2700097O09Rik,0.0074131903,-0.005914367
arch_0,2810004N23Rik,0.084589906,0.061522953
arch_0,2810006K23Rik,0.016161408,0.014502298
arch_0,2810402E24Rik,0.007580759,-0.005500756
arch_0,2810403A07Rik,0.017709684,-0.023511028
arch_0,2810459M11Rik,0.09334432,0.031735484
arch_0,2810474O19Rik,0.0580147,-0.0014662989
arch_0,2900026A02Rik,0.13404691,0.059492033
arch_0,2900097C17Rik,0.17359832,0.06584381
arch_0,3110002H16Rik,0.007195792,-0.006257996
arch_0,3110040N11Rik,0.020302609,0.015953632
arch_0,3110043O21Rik,0.026515353,0.029842405
arch_0,3110082I17Rik,0.023075676,0.04104145
arch_0,3830406C13Rik,0.018717665,0.003005229
arch_0,4732419C18Rik,0.014835079,-0.05472317
arch_0,4732465J04Rik,0.14548405,0.14097571
arch_0,4833420G17Rik,0.028212884,-0.012394947
arch_0,4833439L19Rik,0.10378389,0.0499499
arch_0,4921524J17Rik,0.02295054,0.02341968
arch_0,4930402H24Rik,0.044133633,0.018759869
arch_0,4930453N24Rik,0.031497486,0.018331872
arch_0,4930481A15Rik,0.017314835,0.026679087
arch_0,4930523C07Rik,0.021135233,-0.014318113
arch_0,4931406C07Rik,0.4187551,0.34519446
arch_0,4931406P16Rik,0.010146378,-0.02386646
arch_0,4932438A13Rik,0.06096576,0.0731512
arch_0,4933434E20Rik,0.0685966,0.08721187
arch_0,5031425E22Rik,0.007714497,-0.027908802
arch_0,5031439G07Rik,0.05784031,0.07515349
arch_0,5033406O09Rik,0.015753703,0.06104669
arch_0,5430416N02Rik,0.017015716,0.038179286
arch_0,5730455P16Rik,0.017864756,0.0120200915
arch_0,5730480H06Rik,0.0101764,0.012209912
arch_0,5830473C10Rik,0.062224682,-0.01770465
arch_0,5930430L01Rik,0.00862073,0.0010125134
arch_0,6030458C11Rik,0.021065407,0.05642855
arch_0,6430573F11Rik,0.012803083,0.045125395
arch_0,8430408G22Rik,0.08545507,0.021948842
arch_0,9030616G12Rik,0.022156322,0.03856067
arch_0,9030622O22Rik,0.011761558,0.013067663
arch_0,9030624J02Rik,0.022524405,0.038019933
arch_0,9130221H12Rik,0.0123238135,0.023313677
arch_0,9130401M01Rik,0.030451063,0.003575278
arch_0,9130409I23Rik,0.028600683,0.06302391
arch_0,9330121J05Rik,0.019474177,0.058424555
arch_0,9430038I01Rik,0.015313984,-0.009128771
arch_0,9530068E07Rik,0.1628495,0.0068563
arch_0,9930021J03Rik,0.029292837,0.06103887
arch_0,A130010J15Rik,0.021210918,0.030530479
arch_0,A1cf,0.05217532,0.09128261
arch_0,A230050P20Rik,0.028073754,-0.017585825
arch_0,A2ml1,0.13588077,0.0978145
arch_0,A330069E16Rik,0.017597735,0.039918497
arch_0,A430005L14Rik,0.044802934,-0.027532617
arch_0,AC079680.2,0.03707723,0.008601279
arch_0,AC118710.3,0.057693906,0.057281528
arch_0,AC135964.1,0.018959716,0.05296976
arch_0,AC135964.2,0.030090153,-0.06717885
arch_0,AC149090.1,0.0130197015,-0.080789044
arch_0,AC154378.1,0.014464405,-0.0028603459
arch_0,AC160336.1,0.02310559,-0.02925225
arch_0,AC161165.6,0.027098214,0.047639355
arch_0,AC165953.2,0.0055046715,-0.036562648
arch_0,AC169509.3,0.019863784,-0.0777957
arch_0,AI182371,0.36248434,-0.037081055
arch_0,AI314180,0.058326386,0.013428625
arch_0,AI413582,0.016820833,0.086931676
arch_0,AI463170,0.011561813,0.051310193
arch_0,AI463229,0.029870082,-0.04600245
arch_0,AI464131,0.03306402,0.022862997
arch_0,AI597479,0.012314949,0.047088552
arch_0,AI661453,0.032347083,0.01850941
arch_0,AI837181,0.01502843,-0.010822313
arch_0,AI987944,0.022379337,0.001098494
arch_0,AL589670.1,0.016344639,-0.033317145
arch_0,AL590144.2,0.10922281,0.085036
arch_0,AU019823,0.010909394,0.008825217
arch_0,AU022252,0.08495118,0.029393319
arch_0,AU040320,0.029222652,0.030681254
arch_0,AW112010,0.25528893,0.08343244
arch_0,AW209491,0.018676106,-0.017827682
arch_0,AW549877,0.023890303,0.037000615
arch_0,AY036118,0.039483495,-0.07518495
arch_0,Aacs,0.031792946,0.06719496
arch_0,Aadac,0.120396614,-0.23867881
arch_0,Aadat,0.06562781,0.01675304
arch_0,Aaed1,0.10404172,0.046110705
arch_0,Aagab,0.016645394,0.049794175
arch_0,Aak1,0.0185531,0.018255863
arch_0,Aamdc,0.07346124,-0.034021586
arch_0,Aamp,0.1244396,-0.007852621
arch_0,Aar2,0.026620856,0.010488013
arch_0,Aars,0.123713136,0.1242866
arch_0,Aars2,0.020504408,0.036156777
arch_0,Aasdh,0.007257291,-0.007872472
arch_0,Aasdhppt,0.053123828,0.017454974
arch_0,Aass,0.29681194,0.05503689
arch_0,Aatf,0.026669476,0.027538966
arch_0,Abat,0.2140731,0.07631558
arch_0,Abca1,0.15649004,-0.06780751
arch_0,Abca2,0.024549734,-0.019562924
arch_0,Abca3,0.06222786,-0.014439648
arch_0,Abca6,0.054134376,-0.0016001211
arch_0,Abca8a,0.12914379,-0.023458278
arch_0,Abca8b,0.042822566,0.0063769026
arch_0,Abcb10,0.045996904,0.0042822715
arch_0,Abcb11,0.35775876,-0.013820682
arch_0,Abcb4,0.22880495,0.10543685
arch_0,Abcb6,0.09364415,0.061785728
arch_0,Abcb7,0.066422045,0.046274133
arch_0,Abcb8,0.034003537,0.011248518
arch_0,Abcc2,0.33414134,0.09481655
arch_0,Abcc3,0.2391861,0.2195015
arch_0,Abcc6,0.099432,0.06463278
arch_0,Abcd1,0.022024356,0.00014721602
arch_0,Abcd2,0.044703506,-0.0131264785
arch_0,Abcd3,0.81286776,0.31627506
arch_0,Abce1,0.04630728,-0.01602063
arch_0,Abcf1,0.07570713,-0.03197532
arch_0,Abcf2,0.029481405,0.05535716
arch_0,Abcf3,0.039626736,0.053215582
arch_0,Abcg2,0.062333386,0.010154951
arch_0,Abcg5,0.052998364,-0.014034797
arch_0,Abcg8,0.12535912,0.098636985
arch_0,Abhd10,0.00875189,-0.022468064
arch_0,Abhd11,0.019655962,-0.026631592
arch_0,Abhd12,0.032503374,0.00421213
arch_0,Abhd13,0.019851312,-0.0055872193
arch_0,Abhd14a,0.030154577,0.04000321
arch_0,Abhd14b,0.22732735,0.04828801
arch_0,Abhd15,0.016428316,0.026703527
arch_0,Abhd16a,0.030138351,0.03010775
arch_0,Abhd17a,0.14194635,0.06321324
arch_0,Abhd17b,0.042193837,0.009922408
arch_0,Abhd17c,0.16015571,0.031113833
arch_0,Abhd18,0.037964508,0.03056059
arch_0,Abhd2,0.083522625,-0.06244559
arch_0,Abhd3,0.06642565,0.077502795
arch_0,Abhd4,0.03543597,0.027330693
arch_0,Abhd5,0.046575315,0.032026917
arch_0,Abhd6,0.050185163,0.111685686
arch_0,Abi1,0.06648977,0.074089475
arch_0,Abl1,0.008917633,0.012053635
arch_0,Abl2,0.012951709,0.02603849
arch_0,Ablim1,0.032469362,-0.025808042
arch_0,Ablim3,0.018176872,0.045168087
arch_0,Abracl,0.030966885,0.04155873
arch_0,Abraxas1,0.0044851652,-0.041873634
arch_0,Abraxas2,0.041279152,0.054367155
arch_0,Abt1,0.015567182,0.0010489514
arch_0,Abtb1,0.046561968,0.03929595
arch_0,Abtb2,0.015116421,0.016879575
arch_0,Acaa1a,0.17829235,0.054078225
arch_0,Acaa1b,1.0868169,0.5808629
arch_0,Acaa2,0.49634567,0.047725193
arch_0,Acaca,0.08198204,-0.054632716
arch_0,Acacb,0.0934858,0.05879716
arch_0,Acad10,0.019954177,0.03303686
arch_0,Acad11,0.2892337,0.08571359
arch_0,Acad12,0.010391171,0.004368063
arch_0,Acad8,0.06708586,0.020593353
arch_0,Acad9,0.013100883,0.050786365
arch_0,Acadl,0.10691232,0.030856438
arch_0,Acadm,0.33161876,0.11335979
arch_0,Acads,0.18654138,0.08031941
arch_0,Acadsb,0.22182523,0.05326893
arch_0,Acadvl,0.1654333,-0.046083752
arch_0,Acap2,0.023099117,0.006239962
arch_0,Acat1,0.25355357,0.08486626
arch_0,Acat2,0.08881776,0.04500075
arch_0,Acat3,0.17491329,-0.02123233
arch_0,Acbd3,0.017612288,0.015780466
arch_0,Acbd4,0.06322112,0.023733731
arch_0,Acbd5,0.2899363,0.1115824
arch_0,Acbd6,0.059748847,-0.0023661312
arch_0,Acd,0.014998652,-0.04046721
arch_0,Acer3,0.019309217,0.016514488
arch_0,Acin1,0.042560812,0.011251418
arch_0,Acly,0.21293221,-0.16745692
arch_0,Acmsd,0.008855876,-0.054435488
arch_0,Acnat1,0.011174325,0.013065672
arch_0,Acnat2,0.010128094,0.04826857
arch_0,Aco1,0.19469482,0.1031787
arch_0,Aco2,0.15520953,0.05936086
arch_0,Acot1,0.05200141,0.18073487
arch_0,Acot12,0.12894532,0.08059561
arch_0,Acot13,0.06653732,-0.029160328
arch_0,Acot2,0.019094985,0.11567406
arch_0,Acot3,0.027183529,0.08630022
arch_0,Acot4,0.08334583,0.1260371
arch_0,Acot7,0.02602998,0.031412955
arch_0,Acot8,0.01537382,0.018912924
arch_0,Acox1,1.3176605,0.48244712
arch_0,Acox2,0.16019711,0.109737
arch_0,Acox3,0.04316208,0.09384544
arch_0,Acp1,0.14807828,0.03216696
arch_0,Acp2,0.046232432,0.037178773
arch_0,Acp5,0.15486407,0.0045455066
arch_0,Acp6,0.016646337,-0.029217798
arch_0,Acsf2,0.12063623,0.11002028
arch_0,Acsf3,0.034148306,0.023289971
arch_0,Acsl1,0.9575898,0.36718228
arch_0,Acsl3,0.01823233,-0.047498964
arch_0,Acsl4,0.07203096,-0.0053401534
arch_0,Acsl5,0.2898371,0.0038514463
arch_0,Acsm1,0.28248304,0.114773415
arch_0,Acsm3,0.080416456,0.08120954
arch_0,Acsm5,0.08763483,0.078021005
arch_0,Acss2,0.22317383,0.089355625
arch_0,Acss3,0.031667545,0.0638393
arch_0,Actb,0.6128725,0.20725581
arch_0,Actg1,0.18488903,0.038796995
arch_0,Actl6a,0.02703514,0.0054285936
arch_0,Actn1,0.024998438,-0.024541607
arch_0,Actn4,0.09312979,-0.013898865
arch_0,Actr10,0.024779724,-0.004734483
arch_0,Actr1a,0.053132944,0.034034036
arch_0,Actr1b,0.07070685,0.031237228
arch_0,Actr2,0.12900783,0.058329195
arch_0,Actr3,0.07634547,0.024879392
arch_0,Actr6,0.016540043,-0.007697865
arch_0,Actr8,0.025858939,0.027154908
arch_0,Acvr1,0.007770009,-0.01013464
arch_0,Acvr1b,0.008348437,0.0025847727
arch_0,Acvr2a,0.013148509,-0.03095593
arch_0,Acy1,0.0046363208,-0.060253114
arch_0,Acy3,0.052979548,-0.005460783
arch_0,Acyp1,0.010341507,-0.04038576
arch_0,Adal,0.010802196,0.016009677
arch_0,Adam10,0.029625483,-0.013371215
arch_0,Adam17,0.011144909,-0.021695364
arch_0,Adam9,0.07219682,0.08875337
arch_0,Adap2,0.04761476,0.07812752
arch_0,Adar,0.018962346,0.00614791
arch_0,Adarb1,0.013536261,0.009609617
arch_0,Adck1,0.019828102,0.04552675
arch_0,Adck5,0.044318825,-0.008369433
arch_0,Adcy6,0.009182019,0.006262534
arch_0,Adcy9,0.03432218,0.03140351
arch_0,Add1,0.02956763,-0.008983422
arch_0,Add3,0.010012679,0.025542898
arch_0,Adgra3,0.028069777,0.06937661
arch_0,Adgrf1,0.009600891,0.013733983
arch_0,Adgrl2,0.044537656,0.031543016
arch_0,Adh1,0.52123696,0.04080912
arch_0,Adh4,0.058521923,0.023116045
arch_0,Adh5,0.18047322,-0.023338668
arch_0,Adh7,0.0089056,-0.017388772
arch_0,Adhfe1,0.11000848,0.1406827
arch_0,Adi1,0.21122724,0.07254308
arch_0,Adipor1,0.13984846,0.08344614
arch_0,Adipor2,0.45736325,0.08464858
arch_0,Adk,0.52952904,0.09548659
arch_0,Ado,0.01665735,-0.0016588175
arch_0,Adora1,0.038328104,-0.024134522
arch_0,Adpgk,0.0099908225,-0.010511352
arch_0,Adprhl2,0.014983256,0.013839288
arch_0,Adprm,0.024683949,-0.0046961564
arch_0,Adra1b,0.096830316,0.071374774
arch_0,Adrm1,0.016258525,-0.03224231
arch_0,Adsl,0.018606775,0.01348714
arch_0,Adss,0.058924433,0.054570742
arch_0,Adssl1,0.032824174,0.045860507
arch_0,Adtrp,0.0746807,-0.0038249753
arch_0,Aebp2,0.035801157,0.018917121
arch_0,Aen,0.021611094,0.034953676
arch_0,Aes,0.49508613,0.14276588
arch_0,Afdn,0.051440194,0.046026744
arch_0,Aff1,0.024155032,0.02893513
arch_0,Aff4,0.100510895,0.097375005
arch_0,Afg3l1,0.08722584,0.088272065
arch_0,Afg3l2,0.07678886,0.040345352
arch_0,Afm,0.12839681,-0.15420419
arch_0,Afmid,0.00992644,-0.0054297717
arch_0,Aftph,0.04996261,0.016542874
arch_0,Aga,0.017068172,0.03841794
arch_0,Agap1,0.014763452,0.058514744
arch_0,Agap3,0.025371602,-0.008692583
arch_0,Agfg1,0.018958192,0.0002624523
arch_0,Agfg2,0.0467678,0.026836915
arch_0,Aggf1,0.028974494,-0.023187812
arch_0,Agl,0.069026485,0.08572353
arch_0,Agmat,0.16806938,0.054665286
arch_0,Agmo,0.056226183,0.043146674
arch_0,Ago1,0.03138963,0.02528745
arch_0,Ago2,0.032152068,0.032544885
arch_0,Ago3,0.014450329,0.029023185
arch_0,Agpat2,0.37272975,0.19930503
arch_0,Agpat3,0.17568591,0.0651903
arch_0,Agpat5,0.020097759,0.025390603
arch_0,Agps,0.014710361,0.042997558
arch_0,Agrn,0.010879014,0.021312956
arch_0,Agt,0.3481779,-0.03384331
arch_0,Agtpbp1,0.01035776,0.0037505182
arch_0,Agtr1a,0.088449284,0.034720894
arch_0,Agxt,0.25171098,-0.10387586
arch_0,Agxt2,0.12185451,0.027436217
arch_0,Ahctf1,0.038311083,0.038085938
arch_0,Ahcy,0.24006458,0.07388402
arch_0,Ahcyl1,0.07324311,0.02687862
arch_0,Ahcyl2,0.0141113065,0.02052593
arch_0,Ahdc1,0.012094574,0.005509507
arch_0,Ahnak,0.033296585,0.060972355
arch_0,Ahr,0.07174239,0.15519503
arch_0,Ahsa1,0.030037548,0.0044963127
arch_0,Ahsa2,0.039388176,0.02959939
arch_0,Ahsg,1.7197304,-0.3021121
arch_0,Aida,0.013210957,0.036266185
arch_0,Aifm1,0.07308172,-0.005341688
arch_0,Aifm2,0.029872322,0.0017048633
arch_0,Aifm3,0.01705294,0.065837756
arch_0,Aig1,0.028012559,-0.0126558505
arch_0,Aimp1,0.07537753,0.036831632
arch_0,Aimp2,0.0061934236,-0.014670599
arch_0,Aip,0.018850308,0.018276857
arch_0,Ak2,0.28006503,0.004324847
arch_0,Ak3,0.297736,0.023296388
arch_0,Ak4,0.055570316,-0.11297712
arch_0,Ak6,0.026618408,0.026924983
arch_0,Akap1,0.09940413,0.09612015
arch_0,Akap11,0.037073817,0.011415814
arch_0,Akap13,0.09200808,0.027911844
arch_0,Akap7,0.0070366487,-0.040345117
arch_0,Akap8,0.015669255,-0.020005897
arch_0,Akap8l,0.011135759,-0.040386118
arch_0,Akap9,0.049079407,0.022794656
arch_0,Akip1,0.059886232,0.06678947
arch_0,Akirin1,0.046367988,0.024184572
arch_0,Akirin2,0.038149584,-0.00089327665
arch_0,Akr1a1,0.33118665,0.12841102
arch_0,Akr1b3,0.008484649,0.0025838315
arch_0,Akr1c12,0.07587042,0.0028540697
arch_0,Akr1c13,0.11841486,0.011946179
arch_0,Akr1c14,0.29568502,0.17633604
arch_0,Akr1c19,0.108618096,0.014048865
arch_0,Akr1c20,0.1078884,0.09530937
arch_0,Akr1c6,0.4932869,0.1114272
arch_0,Akr1d1,0.17753713,0.108723864
arch_0,Akr1e1,0.058292665,0.06330824
arch_0,Akr7a5,0.27125683,0.025464643
arch_0,Akt1,0.040529367,0.009421968
arch_0,Akt1s1,0.05640962,0.04299017
arch_0,Akt2,0.10638959,0.06873469
arch_0,Aktip,0.016121253,0.02949708
arch_0,Alad,0.1104332,0.0033888933
arch_0,Alas1,0.23296764,0.08547414
arch_0,Alas2,0.1326086,0.07743083
arch_0,Alb,2.322824,-0.7837999
arch_0,Alcam,0.0706557,-0.13853306
arch_0,Aldh16a1,0.029250806,-0.029239599
arch_0,Aldh1a1,0.99880534,0.54526347
arch_0,Aldh1a7,0.18376848,0.07473838
arch_0,Aldh1b1,0.009794116,-0.20611776
arch_0,Aldh1l1,0.57193136,-0.045363754
arch_0,Aldh2,0.86252385,0.34966108
arch_0,Aldh3a2,0.30320945,0.49629885
arch_0,Aldh4a1,0.32835683,0.187482
arch_0,Aldh5a1,0.04924501,-0.0021115085
arch_0,Aldh6a1,0.31676528,0.15265407
arch_0,Aldh7a1,0.27241784,0.0023005258
arch_0,Aldh8a1,0.20457238,0.0191974
arch_0,Aldh9a1,0.20944339,0.09840016
arch_0,Aldoa,0.05053253,-0.062135886
arch_0,Aldob,0.5504907,-0.2738146
arch_0,Aldoc,0.014604616,-0.001587104
arch_0,Alg1,0.015539077,-0.043024324
arch_0,Alg10b,0.031390615,0.0015207343
arch_0,Alg11,0.03261751,0.027507292
arch_0,Alg13,0.008098561,-0.009466128
arch_0,Alg14,0.020166742,0.019551074
arch_0,Alg2,0.011135966,-0.023069676
arch_0,Alg3,0.009961139,0.004389913
arch_0,Alg5,0.05214321,0.0011974627
arch_0,Alg6,0.014801924,0.027799457
arch_0,Alg9,0.013421873,0.013195383
arch_0,Alkbh1,0.019793471,-0.013712507
arch_0,Alkbh2,0.010124324,0.00097323954
arch_0,Alkbh3,0.019008387,0.00938469
arch_0,Alkbh5,0.12583362,0.070419
arch_0,Alkbh6,0.012875976,-0.017256677
arch_0,Alkbh7,0.010428941,-0.037415087
arch_0,Alkbh8,0.015505633,0.050946563
arch_0,Alpl,0.008591726,-0.025829226
arch_0,Als2,0.016060786,-0.0057243044
arch_0,Als2cl,0.008362605,-0.010720465
arch_0,Alyref,0.020039305,-0.016432723
arch_0,Amacr,0.18373364,0.019295152
arch_0,Ambp,0.3090666,-0.40643486
arch_0,Ambra1,0.01645052,-0.0076100025
arch_0,Amdhd1,0.1469433,-0.19850558
arch_0,Amdhd2,0.02329351,-0.018671349
arch_0,Amer1,0.010220829,0.026066188
arch_0,Amfr,0.24332824,0.041200474
arch_0,Ammecr1,0.009325781,-0.008475601
arch_0,Ammecr1l,0.10311781,0.033361413
arch_0,Amn1,0.016204521,-0.03659896
arch_0,Amot,0.010658805,-0.027753668
arch_0,Amotl2,0.02331509,0.08341798
arch_0,Ampd2,0.024014782,0.01597903
arch_0,Amt,0.060032286,-0.011191581
arch_0,Amy1,0.09371391,0.032607004
arch_0,Amz2,0.017282654,-0.015284233
arch_0,Anapc1,0.030260757,0.04939965
arch_0,Anapc11,0.03842774,0.004175581
arch_0,Anapc13,0.30158126,0.0786679
arch_0,Anapc15,0.014996572,-0.025046684
arch_0,Anapc16,0.045502227,0.044946797
arch_0,Anapc2,0.025038406,0.017811256
arch_0,Anapc4,0.010469688,0.0075002285
arch_0,Anapc5,0.055770263,-0.0010773186
arch_0,Anapc7,0.023065649,0.00058141723
arch_0,Ang,0.18758653,0.10813813
arch_0,Angel2,0.03531458,0.03655476
arch_0,Angptl3,0.32824492,-0.005085981
arch_0,Angptl4,0.07061895,0.08179604
arch_0,Angptl8,0.037806395,-0.043668203
arch_0,Ank,0.032282338,0.04614611
arch_0,Ank3,0.018179553,-0.048675224
arch_0,Ankfy1,0.025719192,0.009169916
arch_0,Ankhd1,0.016130555,-0.025317525
arch_0,Ankib1,0.025452808,0.063599154
arch_0,Ankle2,0.019355617,-0.036372866
arch_0,Ankmy2,0.013551265,0.00035782345
arch_0,Ankra2,0.020688323,-0.008335616
arch_0,Ankrd11,0.060583293,-0.01179052
arch_0,Ankrd12,0.010900769,-0.00891814
arch_0,Ankrd13a,0.016046474,0.004000496
arch_0,Ankrd13c,0.069123045,0.052233282
arch_0,Ankrd17,0.07211795,-0.012548526
arch_0,Ankrd26,0.0076096314,-0.020064313
arch_0,Ankrd27,0.014007785,-0.024167445
arch_0,Ankrd28,0.022005409,0.025297794
arch_0,Ankrd33b,0.038713392,0.06423394
arch_0,Ankrd40,0.07540862,0.012576244
arch_0,Ankrd46,0.03669555,-0.013759663
arch_0,Ankrd49,0.028456569,0.059585594
arch_0,Ankrd50,0.008303423,-0.001678077
arch_0,Ankrd54,0.0080047725,-0.019255586
arch_0,Anks1,0.010196939,0.0035554469
arch_0,Anks3,0.0049111005,-0.031939033
arch_0,Anks4b,0.08416706,0.026687546
arch_0,Ankzf1,0.0140491165,0.02926755
arch_0,Ano10,0.013651912,-0.022942293
arch_0,Anp32a,0.14336534,0.05640199
arch_0,Anp32b,0.12156411,0.060240313
arch_0,Anp32e,0.020026514,0.017317794
arch_0,Anpep,0.030597193,-0.028762018
arch_0,Antxr2,0.02652632,-0.0012990063
arch_0,Anxa11,0.024859501,0.055488937
arch_0,Anxa4,0.069194466,0.05874347
arch_0,Anxa5,0.07694716,0.0091526285
arch_0,Anxa6,0.09205243,0.047620144
arch_0,Anxa7,0.11740659,0.06465266
arch_0,Aox1,0.08027871,0.0767414
arch_0,Aox3,0.2601958,-0.14653753
arch_0,Ap1ar,0.034011852,0.06508234
arch_0,Ap1b1,0.03969473,-0.010695346
arch_0,Ap1g1,0.068416096,0.013276006
arch_0,Ap1m1,0.0247734,-0.016214205
arch_0,Ap1s1,0.046140745,0.06267704
arch_0,Ap2a1,0.019680072,-0.015906222
arch_0,Ap2a2,0.12592036,0.059317213
arch_0,Ap2b1,0.06284146,-0.0016195094
arch_0,Ap2m1,0.20001727,0.10705423
arch_0,Ap2s1,0.10789355,0.016644957
arch_0,Ap3b1,0.04562409,0.0163767
arch_0,Ap3d1,0.028640829,-0.024102204
arch_0,Ap3m1,0.07730764,0.058109596
arch_0,Ap3s1,0.1247473,0.06265484
arch_0,Ap3s2,0.027704915,0.010700006
arch_0,Ap4b1,0.007007637,-0.023598153
arch_0,Ap4s1,0.025720317,0.03364038
arch_0,Ap5m1,0.015041402,0.010317605
arch_0,Ap5s1,0.023555947,0.013204507
arch_0,Ap5z1,0.007949252,-0.011675633
arch_0,Apba3,0.01715451,0.030989572
arch_0,Apbb2,0.022817869,0.05488194
arch_0,Apc,0.041216943,0.037096903
arch_0,Apcs,0.058562852,-0.07342868
arch_0,Apeh,0.03589024,0.00020085089
arch_0,Apex1,0.024717126,0.01984915
arch_0,Aph1a,0.09865324,0.042861912
arch_0,Api5,0.070654,0.03491081
arch_0,Apip,0.016835753,-0.038467024
arch_0,Aplp2,0.4985796,0.11960638
arch_0,Apmap,0.028703624,-0.011253063
arch_0,Apoa1,0.25239626,-0.5797626
arch_0,Apoa2,1.0011793,-0.30851847
arch_0,Apoa4,0.05861091,-0.19815333
arch_0,Apoa5,0.70903575,-0.19212027
arch_0,Apob,1.157718,0.01646442
arch_0,Apobec1,0.0077887243,-0.048887335
arch_0,Apoc1,1.6538653,-0.043400675
arch_0,Apoc3,0.2767,-0.4317689
arch_0,Apoc4,0.6819748,-0.18600856
arch_0,Apoe,1.6889668,-0.33269614
arch_0,Apof,0.25301597,-0.20646648
arch_0,Apoh,0.4650368,-0.2927896
arch_0,Apol7a,0.15441822,0.10320636
arch_0,Apol9a,0.14697541,0.015783269
arch_0,Apol9b,0.20169005,0.04634796
arch_0,Apom,0.14360353,-0.28195494
