celltype,time,rss,varexpl,seed,n_samples,n_dimensions,n_archetypes,init_alg,optim_alg
Oligo,17.88138437271118,664183.9,0.5659699,2261209995,153038,10,4,furthest_sum,frank_wolfe
Oligo,19.000212907791138,664851.94,0.5655349,4190266092,153038,10,4,furthest_sum,frank_wolfe
Oligo,18.516106367111206,663413.7,0.56647545,3160032368,153038,10,4,furthest_sum,frank_wolfe
Oligo,16.207390546798706,662996.06,0.5667491,3269070126,153038,10,4,furthest_sum,frank_wolfe
Oligo,15.710237979888916,663712.06,0.56628007,3081541439,153038,10,4,furthest_sum,frank_wolfe
Oligo,13.614867687225342,663868.25,0.56618,3376120482,153038,10,4,furthest_sum,frank_wolfe
Oligo,18.931527137756348,666193.06,0.5646591,2204291346,153038,10,4,furthest_sum,frank_wolfe
Oligo,15.261714696884155,663274.25,0.56656504,550243861,153038,10,4,furthest_sum,frank_wolfe
Oligo,14.538792610168457,664768.06,0.56559235,3606691181,153038,10,4,furthest_sum,frank_wolfe
Oligo,18.82795262336731,663817.94,0.5662124,1934392872,153038,10,4,furthest_sum,frank_wolfe
Oligo,22.15942883491516,661969.8,0.5674176,383329927,153038,10,4,plus_plus,projected_gradients
Oligo,31.473050117492676,662113.44,0.5673254,3324115916,153038,10,4,plus_plus,projected_gradients
Oligo,21.34564733505249,661340.44,0.567829,2811363264,153038,10,4,plus_plus,projected_gradients
Oligo,38.83557629585266,659901.8,0.56877285,1884968544,153038,10,4,plus_plus,projected_gradients
Oligo,17.574013710021973,660090.6,0.5686472,1859786275,153038,10,4,plus_plus,projected_gradients
Oligo,19.1661114692688,660500.56,0.56837785,3687649985,153038,10,4,plus_plus,projected_gradients
Oligo,19.648248195648193,660390.44,0.56845224,369133708,153038,10,4,plus_plus,projected_gradients
Oligo,14.89464807510376,660004.5,0.5687051,2995172877,153038,10,4,plus_plus,projected_gradients
Oligo,29.61423969268799,661129.8,0.5679692,865305066,153038,10,4,plus_plus,projected_gradients
Oligo,19.412206649780273,659477.06,0.5690485,404488628,153038,10,4,plus_plus,projected_gradients
Oligo,25.96625065803528,661643.75,0.56763417,2261209995,153038,10,4,plus_plus,projected_gradients
Oligo,25.859793424606323,661444.7,0.5677616,4190266092,153038,10,4,plus_plus,projected_gradients
Oligo,18.648176193237305,661883.2,0.5674724,3160032368,153038,10,4,plus_plus,projected_gradients
Oligo,34.173545122146606,659473.25,0.56905097,3269070126,153038,10,4,plus_plus,projected_gradients
Oligo,25.46252202987671,659638.7,0.5689422,3081541439,153038,10,4,plus_plus,projected_gradients
Oligo,23.02633810043335,661176.94,0.5679361,3376120482,153038,10,4,plus_plus,projected_gradients
Oligo,19.50932025909424,659905.5,0.5687687,2204291346,153038,10,4,plus_plus,projected_gradients
Oligo,25.483012199401855,661173.8,0.56793773,550243861,153038,10,4,plus_plus,projected_gradients
Oligo,32.080244302749634,660917.94,0.56810564,3606691181,153038,10,4,plus_plus,projected_gradients
Oligo,24.04085087776184,660913.44,0.5681102,1934392872,153038,10,4,plus_plus,projected_gradients
Oligo,14.604907274246216,664498.44,0.56576765,383329927,153038,10,4,plus_plus,frank_wolfe
Oligo,19.75512456893921,662905.2,0.56680864,3324115916,153038,10,4,plus_plus,frank_wolfe
Oligo,18.90928602218628,664914.25,0.5654945,2811363264,153038,10,4,plus_plus,frank_wolfe
Oligo,21.3345685005188,664622.25,0.56568533,1884968544,153038,10,4,plus_plus,frank_wolfe
Oligo,17.823352336883545,663101.94,0.5666791,1859786275,153038,10,4,plus_plus,frank_wolfe
Oligo,18.769611358642578,664940.7,0.56547946,3687649985,153038,10,4,plus_plus,frank_wolfe
Oligo,14.92607045173645,663649.8,0.5663198,369133708,153038,10,4,plus_plus,frank_wolfe
Oligo,17.14878821372986,663926.3,0.56614035,2995172877,153038,10,4,plus_plus,frank_wolfe
Oligo,18.355468273162842,663179.4,0.5666295,865305066,153038,10,4,plus_plus,frank_wolfe
Oligo,17.55917453765869,663990.3,0.566099,404488628,153038,10,4,plus_plus,frank_wolfe
Oligo,23.26269245147705,664396.8,0.56583256,2261209995,153038,10,4,plus_plus,frank_wolfe
Oligo,17.033283472061157,664946.4,0.5654742,4190266092,153038,10,4,plus_plus,frank_wolfe
Oligo,16.089130640029907,663925.7,0.56614095,3160032368,153038,10,4,plus_plus,frank_wolfe
Oligo,20.845366954803467,667243.8,0.5639758,3269070126,153038,10,4,plus_plus,frank_wolfe
Oligo,21.541135787963867,664159.56,0.5659876,3081541439,153038,10,4,plus_plus,frank_wolfe
Oligo,16.09065341949463,664608.1,0.5656945,3376120482,153038,10,4,plus_plus,frank_wolfe
Oligo,19.48198652267456,665841.75,0.56489176,2204291346,153038,10,4,plus_plus,frank_wolfe
Oligo,19.5080509185791,663841.8,0.56619596,550243861,153038,10,4,plus_plus,frank_wolfe
Oligo,25.066102027893066,665520.25,0.5651003,3606691181,153038,10,4,plus_plus,frank_wolfe
Oligo,16.958369970321655,662994.2,0.56674707,1934392872,153038,10,4,plus_plus,frank_wolfe
Astrocyte,64.76654601097107,622256.06,0.5872032,383329927,150751,10,4,uniform,projected_gradients
Astrocyte,68.51869654655457,622289.9,0.5871805,3324115916,150751,10,4,uniform,projected_gradients
Astrocyte,33.507221698760986,622926.44,0.58675855,2811363264,150751,10,4,uniform,projected_gradients
Astrocyte,40.46503686904907,623357.75,0.58647484,1884968544,150751,10,4,uniform,projected_gradients
Astrocyte,28.99176573753357,624303.9,0.5858484,1859786275,150751,10,4,uniform,projected_gradients
Astrocyte,23.122508764266968,623647.3,0.58628213,3687649985,150751,10,4,uniform,projected_gradients
Astrocyte,38.081287145614624,623890.44,0.58612406,369133708,150751,10,4,uniform,projected_gradients
Astrocyte,95.24585151672363,650667.8,0.5683545,2995172877,150751,10,4,uniform,projected_gradients
Astrocyte,17.202354431152344,625830.25,0.5848403,865305066,150751,10,4,uniform,projected_gradients
Astrocyte,34.15799903869629,623401.25,0.5864468,404488628,150751,10,4,uniform,projected_gradients
Astrocyte,23.43677806854248,623481.06,0.5863916,2261209995,150751,10,4,uniform,projected_gradients
Astrocyte,29.257229804992676,622854.25,0.58680904,4190266092,150751,10,4,uniform,projected_gradients
Astrocyte,30.013128519058228,622940.7,0.586747,3160032368,150751,10,4,uniform,projected_gradients
Astrocyte,102.08345246315002,624115.75,0.585968,3269070126,150751,10,4,uniform,projected_gradients
Astrocyte,23.115615606307983,623645.94,0.5862817,3081541439,150751,10,4,uniform,projected_gradients
Astrocyte,42.764254093170166,625211.25,0.585247,3376120482,150751,10,4,uniform,projected_gradients
Astrocyte,58.111000776290894,623867.5,0.5861385,2204291346,150751,10,4,uniform,projected_gradients
Astrocyte,25.244208812713623,622990.25,0.5867177,550243861,150751,10,4,uniform,projected_gradients
Astrocyte,40.03558278083801,625291.6,0.58519757,3606691181,150751,10,4,uniform,projected_gradients
Astrocyte,29.100831508636475,624133.7,0.5859655,1934392872,150751,10,4,uniform,projected_gradients
Astrocyte,58.881267786026,626452.3,0.5844259,383329927,150751,10,4,uniform,frank_wolfe
Astrocyte,53.459752559661865,624405.8,0.5857814,3324115916,150751,10,4,uniform,frank_wolfe
Astrocyte,37.63783073425293,624749.9,0.5855554,2811363264,150751,10,4,uniform,frank_wolfe
Astrocyte,34.07698369026184,626526.6,0.58437747,1884968544,150751,10,4,uniform,frank_wolfe
Astrocyte,43.87565994262695,624462.25,0.5857446,1859786275,150751,10,4,uniform,frank_wolfe
Astrocyte,40.271907567977905,624730.25,0.5855681,3687649985,150751,10,4,uniform,frank_wolfe
Astrocyte,43.32684540748596,627053.56,0.5840244,369133708,150751,10,4,uniform,frank_wolfe
Astrocyte,74.2841796875,626439.6,0.5844352,2995172877,150751,10,4,uniform,frank_wolfe
Astrocyte,42.12761569023132,626356.0,0.58449155,865305066,150751,10,4,uniform,frank_wolfe
Astrocyte,38.520378828048706,625199.3,0.5852531,404488628,150751,10,4,uniform,frank_wolfe
Astrocyte,31.626521587371826,626208.06,0.5845866,2261209995,150751,10,4,uniform,frank_wolfe
Astrocyte,40.85119986534119,625393.25,0.58512753,4190266092,150751,10,4,uniform,frank_wolfe
Astrocyte,44.29989433288574,624770.8,0.58554083,3160032368,150751,10,4,uniform,frank_wolfe
Astrocyte,69.19518256187439,625945.94,0.5847604,3269070126,150751,10,4,uniform,frank_wolfe
Astrocyte,43.01932382583618,625425.94,0.5851066,3081541439,150751,10,4,uniform,frank_wolfe
Astrocyte,55.72251486778259,627237.4,0.5839055,3376120482,150751,10,4,uniform,frank_wolfe
Astrocyte,42.54179644584656,624659.44,0.5856136,2204291346,150751,10,4,uniform,frank_wolfe
Astrocyte,36.084471225738525,625053.06,0.5853554,550243861,150751,10,4,uniform,frank_wolfe
Astrocyte,52.924508571624756,625118.44,0.58531207,3606691181,150751,10,4,uniform,frank_wolfe
Astrocyte,51.06937098503113,625694.0,0.5849268,1934392872,150751,10,4,uniform,frank_wolfe
Astrocyte,24.873103141784668,623944.2,0.5860863,383329927,150751,10,4,furthest_sum,projected_gradients
Astrocyte,20.47765016555786,623133.9,0.58662105,3324115916,150751,10,4,furthest_sum,projected_gradients
Astrocyte,33.481332778930664,622346.25,0.5871437,2811363264,150751,10,4,furthest_sum,projected_gradients
Astrocyte,17.178056478500366,623617.9,0.5863015,1884968544,150751,10,4,furthest_sum,projected_gradients
Astrocyte,20.679776906967163,624471.25,0.5857391,1859786275,150751,10,4,furthest_sum,projected_gradients
Astrocyte,22.20266366004944,623521.2,0.58636636,3687649985,150751,10,4,furthest_sum,projected_gradients
Astrocyte,22.796319484710693,623221.4,0.5865649,369133708,150751,10,4,furthest_sum,projected_gradients
Astrocyte,17.69114065170288,624728.4,0.58556545,2995172877,150751,10,4,furthest_sum,projected_gradients
Astrocyte,19.881618976593018,623292.0,0.5865186,865305066,150751,10,4,furthest_sum,projected_gradients
Astrocyte,19.675640106201172,623989.56,0.58605444,404488628,150751,10,4,furthest_sum,projected_gradients
Astrocyte,19.56720280647278,623339.44,0.5864864,2261209995,150751,10,4,furthest_sum,projected_gradients
Astrocyte,16.043068408966064,623464.7,0.58640355,4190266092,150751,10,4,furthest_sum,projected_gradients
Astrocyte,20.605056047439575,623888.56,0.58612406,3160032368,150751,10,4,furthest_sum,projected_gradients
Astrocyte,18.025203704833984,624063.3,0.5860057,3269070126,150751,10,4,furthest_sum,projected_gradients
Astrocyte,25.02275800704956,622791.8,0.5868485,3081541439,150751,10,4,furthest_sum,projected_gradients
Astrocyte,19.826920747756958,623504.0,0.5863776,3376120482,150751,10,4,furthest_sum,projected_gradients
Astrocyte,19.367803812026978,623591.3,0.58632004,2204291346,150751,10,4,furthest_sum,projected_gradients
Astrocyte,17.150756120681763,623723.44,0.5862308,550243861,150751,10,4,furthest_sum,projected_gradients
Astrocyte,16.129469633102417,625480.1,0.5850691,3606691181,150751,10,4,furthest_sum,projected_gradients
Astrocyte,19.917197465896606,624167.0,0.5859387,1934392872,150751,10,4,furthest_sum,projected_gradients
Astrocyte,17.331254243850708,625306.6,0.5851853,383329927,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,17.159786462783813,626857.25,0.58415836,3324115916,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,23.92106008529663,625810.3,0.58485216,2811363264,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,14.922684907913208,626186.94,0.58460313,1884968544,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,17.343547105789185,625167.5,0.58527744,1859786275,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,15.35980772972107,626087.2,0.58466774,3687649985,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,14.677772283554077,624843.94,0.5854934,369133708,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,12.653429746627808,625530.4,0.58503777,2995172877,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,14.316218614578247,625849.3,0.5848271,865305066,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,16.976497173309326,624404.75,0.58578295,404488628,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,15.738806009292603,625587.8,0.5849994,2261209995,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,14.87081527709961,626729.94,0.5842419,4190266092,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,15.234504222869873,625467.94,0.585079,3160032368,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,13.94586181640625,626014.94,0.5847151,3269070126,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,15.74067997932434,626403.44,0.5844577,3081541439,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,17.41115403175354,626380.7,0.5844739,3376120482,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,15.03648042678833,625093.0,0.58532685,2204291346,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,15.146606922149658,624976.9,0.58540404,550243861,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,17.959677934646606,625205.9,0.5852512,3606691181,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,14.705151081085205,625253.94,0.58522034,1934392872,150751,10,4,furthest_sum,frank_wolfe
Astrocyte,18.63779306411743,623358.44,0.58647144,383329927,150751,10,4,plus_plus,projected_gradients
Astrocyte,35.34023475646973,624623.2,0.58563536,3324115916,150751,10,4,plus_plus,projected_gradients
Astrocyte,45.475916147232056,624964.25,0.58541226,2811363264,150751,10,4,plus_plus,projected_gradients
Astrocyte,71.49113774299622,625092.94,0.58532655,1884968544,150751,10,4,plus_plus,projected_gradients
Astrocyte,16.93027353286743,623701.7,0.58625054,1859786275,150751,10,4,plus_plus,projected_gradients
Astrocyte,25.6497323513031,623027.9,0.58668983,3687649985,150751,10,4,plus_plus,projected_gradients
Astrocyte,12.202374935150146,623627.3,0.5862964,369133708,150751,10,4,plus_plus,projected_gradients
Astrocyte,17.247912168502808,624895.3,0.58545536,2995172877,150751,10,4,plus_plus,projected_gradients
Astrocyte,25.408904790878296,623718.06,0.58624107,865305066,150751,10,4,plus_plus,projected_gradients
Astrocyte,24.71657633781433,624557.8,0.58567804,404488628,150751,10,4,plus_plus,projected_gradients
Astrocyte,14.653268337249756,662489.06,0.5605171,2261209995,150751,10,4,plus_plus,projected_gradients
Astrocyte,27.04450273513794,625520.25,0.5850399,4190266092,150751,10,4,plus_plus,projected_gradients
Astrocyte,18.878718614578247,624264.5,0.5858694,3160032368,150751,10,4,plus_plus,projected_gradients
Astrocyte,58.44778347015381,624792.7,0.58552545,3269070126,150751,10,4,plus_plus,projected_gradients
Astrocyte,14.730078935623169,625468.4,0.5850772,3081541439,150751,10,4,plus_plus,projected_gradients
Astrocyte,34.22823762893677,622686.75,0.58691853,3376120482,150751,10,4,plus_plus,projected_gradients
Astrocyte,38.74302077293396,626040.44,0.5846972,2204291346,150751,10,4,plus_plus,projected_gradients
Astrocyte,28.656935691833496,624085.44,0.5859893,550243861,150751,10,4,plus_plus,projected_gradients
Astrocyte,19.393898963928223,623313.3,0.58650637,3606691181,150751,10,4,plus_plus,projected_gradients
Astrocyte,15.67165994644165,623460.6,0.5864062,1934392872,150751,10,4,plus_plus,projected_gradients
Astrocyte,18.326757669448853,625742.4,0.5848961,383329927,150751,10,4,plus_plus,frank_wolfe
Astrocyte,24.509358167648315,626339.06,0.5844998,3324115916,150751,10,4,plus_plus,frank_wolfe
Astrocyte,28.5342378616333,626654.3,0.5842925,2811363264,150751,10,4,plus_plus,frank_wolfe
Astrocyte,32.35249161720276,626066.75,0.5846797,1884968544,150751,10,4,plus_plus,frank_wolfe
Astrocyte,20.85692834854126,625531.9,0.58503777,1859786275,150751,10,4,plus_plus,frank_wolfe
Astrocyte,30.18095827102661,624131.06,0.58596456,3687649985,150751,10,4,plus_plus,frank_wolfe
Astrocyte,15.667749166488647,625399.4,0.58512425,369133708,150751,10,4,plus_plus,frank_wolfe
Astrocyte,27.38576579093933,625241.4,0.58522874,2995172877,150751,10,4,plus_plus,frank_wolfe
Astrocyte,23.814460515975952,624804.5,0.58551896,865305066,150751,10,4,plus_plus,frank_wolfe
Astrocyte,21.650940895080566,625390.9,0.5851291,404488628,150751,10,4,plus_plus,frank_wolfe
Astrocyte,37.081403493881226,625545.3,0.58502704,2261209995,150751,10,4,plus_plus,frank_wolfe
Astrocyte,17.687570095062256,625814.5,0.5848497,4190266092,150751,10,4,plus_plus,frank_wolfe
Astrocyte,24.42620062828064,625281.7,0.58520293,3160032368,150751,10,4,plus_plus,frank_wolfe
Astrocyte,41.26017427444458,625656.94,0.58495444,3269070126,150751,10,4,plus_plus,frank_wolfe
Astrocyte,25.344574689865112,625612.2,0.58498406,3081541439,150751,10,4,plus_plus,frank_wolfe
Astrocyte,18.13524031639099,625915.0,0.5847834,3376120482,150751,10,4,plus_plus,frank_wolfe
Astrocyte,31.199941873550415,626203.2,0.5845931,2204291346,150751,10,4,plus_plus,frank_wolfe
Astrocyte,17.963156938552856,625495.7,0.58505994,550243861,150751,10,4,plus_plus,frank_wolfe
Astrocyte,19.250701427459717,625478.1,0.5850707,3606691181,150751,10,4,plus_plus,frank_wolfe
Astrocyte,17.74123477935791,624443.3,0.58575696,1934392872,150751,10,4,plus_plus,frank_wolfe
Myeloid,25.406975507736206,552936.75,0.62505525,383329927,147478,10,5,uniform,projected_gradients
Myeloid,44.186134576797485,552240.6,0.6255229,3324115916,147478,10,5,uniform,projected_gradients
Myeloid,32.017531633377075,553523.9,0.6246567,2811363264,147478,10,5,uniform,projected_gradients
Myeloid,24.598766565322876,552641.2,0.6252539,1884968544,147478,10,5,uniform,projected_gradients
Myeloid,42.4457151889801,551125.94,0.626278,1859786275,147478,10,5,uniform,projected_gradients
Myeloid,26.057560205459595,550871.2,0.6264523,3687649985,147478,10,5,uniform,projected_gradients
Myeloid,29.46984887123108,552311.1,0.6254764,369133708,147478,10,5,uniform,projected_gradients
Myeloid,36.59952116012573,552016.0,0.6256769,2995172877,147478,10,5,uniform,projected_gradients
Myeloid,24.080307960510254,552669.5,0.62523407,865305066,147478,10,5,uniform,projected_gradients
Myeloid,31.024390697479248,552351.1,0.62544763,404488628,147478,10,5,uniform,projected_gradients
Myeloid,26.30023956298828,551226.4,0.6262117,2261209995,147478,10,5,uniform,projected_gradients
Myeloid,22.132131338119507,557880.6,0.6217017,4190266092,147478,10,5,uniform,projected_gradients
Myeloid,15.250200271606445,552064.2,0.625645,3160032368,147478,10,5,uniform,projected_gradients
Myeloid,18.39822816848755,551677.1,0.62590754,3269070126,147478,10,5,uniform,projected_gradients
Myeloid,13.65884518623352,553206.56,0.6248702,3081541439,147478,10,5,uniform,projected_gradients
Myeloid,18.784382104873657,553512.2,0.6246643,3376120482,147478,10,5,uniform,projected_gradients
Myeloid,47.31795048713684,554933.6,0.6237005,2204291346,147478,10,5,uniform,projected_gradients
Myeloid,16.808439254760742,552458.1,0.625376,550243861,147478,10,5,uniform,projected_gradients
Myeloid,16.21306300163269,552099.8,0.62561876,3606691181,147478,10,5,uniform,projected_gradients
Myeloid,41.3135986328125,554408.8,0.6240564,1934392872,147478,10,5,uniform,projected_gradients
Myeloid,46.39514350891113,553164.4,0.6249004,383329927,147478,10,5,uniform,frank_wolfe
Myeloid,51.49267292022705,553216.75,0.6248644,3324115916,147478,10,5,uniform,frank_wolfe
Myeloid,28.043439149856567,553774.6,0.624485,2811363264,147478,10,5,uniform,frank_wolfe
Myeloid,26.707281351089478,554249.9,0.62416184,1884968544,147478,10,5,uniform,frank_wolfe
Myeloid,32.982276916503906,552368.75,0.6254386,1859786275,147478,10,5,uniform,frank_wolfe
Myeloid,38.44050645828247,553590.7,0.62461287,3687649985,147478,10,5,uniform,frank_wolfe
Myeloid,25.887370109558105,552464.0,0.6253756,369133708,147478,10,5,uniform,frank_wolfe
Myeloid,29.588156938552856,553413.44,0.62472963,2995172877,147478,10,5,uniform,frank_wolfe
Myeloid,46.44985890388489,553044.0,0.6249792,865305066,147478,10,5,uniform,frank_wolfe
Myeloid,29.62114429473877,552716.8,0.62520325,404488628,147478,10,5,uniform,frank_wolfe
Myeloid,44.69192981719971,554178.2,0.624212,2261209995,147478,10,5,uniform,frank_wolfe
Myeloid,40.75864005088806,553395.06,0.6247425,4190266092,147478,10,5,uniform,frank_wolfe
Myeloid,18.709970235824585,553725.7,0.6245193,3160032368,147478,10,5,uniform,frank_wolfe
Myeloid,28.93734574317932,552993.06,0.625016,3269070126,147478,10,5,uniform,frank_wolfe
Myeloid,23.049808263778687,553994.5,0.6243391,3081541439,147478,10,5,uniform,frank_wolfe
Myeloid,28.670745849609375,553180.94,0.624889,3376120482,147478,10,5,uniform,frank_wolfe
Myeloid,49.99093008041382,554677.2,0.62387484,2204291346,147478,10,5,uniform,frank_wolfe
Myeloid,29.3374285697937,552492.4,0.6253539,550243861,147478,10,5,uniform,frank_wolfe
Myeloid,24.113133430480957,551917.44,0.6257454,3606691181,147478,10,5,uniform,frank_wolfe
Myeloid,89.44386386871338,552893.44,0.62508386,1934392872,147478,10,5,uniform,frank_wolfe
