gene,variable,value
RBPMS-AS1,arch_1,0.008713408
RBPMS,arch_1,0.1897642
GTF2E2,arch_1,0.01304114
SMIM18,arch_1,-0.011032803
GSR,arch_1,0.06209737
UBXN8,arch_1,0.0068739904
PPP2CB,arch_1,-0.005361734
TEX15,arch_1,-0.018835202
PURG,arch_1,-0.017115396
WRN,arch_1,0.015171324
AC009563.1,arch_1,-0.021985618
AC068672.2,arch_1,-0.018183287
NRG1,arch_1,0.02281598
AC090204.1,arch_1,-0.012586872
AC067838.1,arch_1,-0.021305269
FUT10,arch_1,-0.0047200746
TTI2,arch_1,0.009423868
MAK16,arch_1,0.0031058178
RNF122,arch_1,0.039753076
AF279873.3,arch_1,-0.01545507
AC090993.1,arch_1,-0.015506013
UNC5D,arch_1,-0.0062015327
AC124290.1,arch_1,-0.019014131
AC090809.1,arch_1,-0.0204088
KCNU1,arch_1,-0.016767496
LINC01605,arch_1,-0.0064505083
AC137579.2,arch_1,-0.023362003
AC137579.1,arch_1,-0.029292496
ZNF703,arch_1,-0.016577149
AC138356.3,arch_1,-0.01816148
ERLIN2,arch_1,-0.009187079
PLPBP,arch_1,-0.0135698775
ADGRA2,arch_1,-0.042806126
BRF2,arch_1,-0.02111349
RAB11FIP1,arch_1,-0.015465701
EIF4EBP1,arch_1,0.0019912105
AP006545.1,arch_1,-0.01871451
AP006545.3,arch_1,-0.019016676
ASH2L,arch_1,-0.012461553
STAR,arch_1,-0.021854108
AC084024.3,arch_1,-0.02049963
LSM1,arch_1,0.0047543775
BAG4,arch_1,-0.0030618266
AC084024.4,arch_1,-0.019364046
DDHD2,arch_1,0.0052100546
PLPP5,arch_1,-0.026969226
NSD3,arch_1,-0.014324149
AC087362.2,arch_1,-0.018745298
AC087362.1,arch_1,-0.021735996
AC087623.2,arch_1,-0.017280601
LETM2,arch_1,0.003435282
FGFR1,arch_1,0.036052924
AC087623.1,arch_1,0.009978373
C8orf86,arch_1,-0.030441547
TACC1,arch_1,0.10641107
AC067817.2,arch_1,-0.008044571
PLEKHA2,arch_1,-0.058118623
AC108863.2,arch_1,-0.022475436
HTRA4,arch_1,-0.028736869
TM2D2,arch_1,-0.0042666025
ADAM9,arch_1,0.02015514
ADAM32,arch_1,0.0014104939
IDO1,arch_1,-0.019550234
AC007991.3,arch_1,-0.021227553
IDO2,arch_1,-0.020166276
TCIM,arch_1,-0.00606085
SIRLNT,arch_1,-0.015332968
ZMAT4,arch_1,-0.016482888
SFRP1,arch_1,-0.0007214062
GOLGA7,arch_1,0.003131553
AC009630.1,arch_1,-0.0057987403
GINS4,arch_1,-0.022182366
GPAT4,arch_1,0.0023706176
AC009630.3,arch_1,-0.020415634
KAT6A,arch_1,0.003284363
AP3M2,arch_1,-0.0037629392
PLAT,arch_1,0.00049976
AC083973.1,arch_1,-0.017474087
IKBKB,arch_1,0.01966748
POLB,arch_1,-0.004512266
VDAC3,arch_1,-0.014219002
SLC20A2,arch_1,-0.043916065
SMIM19,arch_1,-0.0127907805
CHRNB3,arch_1,-0.020825967
AC103843.1,arch_1,-0.01806475
CHRNA6,arch_1,-0.019227682
THAP1,arch_1,-0.01638655
AC087533.1,arch_1,-0.017382571
RNF170,arch_1,-0.040459383
HOOK3,arch_1,-0.017456848
FNTA,arch_1,-0.008099061
POMK,arch_1,-0.009762562
HGSNAT,arch_1,-0.016736466
LINC00293,arch_1,-0.018410968
SPIDR,arch_1,-0.008702763
CEBPD,arch_1,0.13218059
PRKDC,arch_1,0.035481498
MCM4,arch_1,-0.015307196
UBE2V2,arch_1,0.013001844
AC026904.2,arch_1,-0.02296399
AC022915.2,arch_1,0.02410938
LINC02847,arch_1,-0.028726615
EFCAB1,arch_1,-0.015363068
SNAI2,arch_1,0.030355342
SNTG1,arch_1,-0.03570785
AC012413.1,arch_1,0.02517467
PXDNL,arch_1,0.3105272
AC090186.1,arch_1,-0.018685637
PCMTD1,arch_1,0.016694691
AC064807.1,arch_1,-0.01019973
AC064807.2,arch_1,-0.01977147
ST18,arch_1,-0.01771401
RB1CC1,arch_1,0.018435732
AC022034.3,arch_1,-0.012848764
ATP6V1H,arch_1,0.0057452703
RGS20,arch_1,-0.019168824
TCEA1,arch_1,-0.0005037338
AC100821.2,arch_1,-0.021226171
LYPLA1,arch_1,0.0020126652
MRPL15,arch_1,-0.012720102
RP1,arch_1,-0.018743332
XKR4,arch_1,-0.006824674
TMEM68,arch_1,-0.011821961
TGS1,arch_1,0.006094728
LYN,arch_1,0.026787605
RPS20,arch_1,-0.018659871
PLAG1,arch_1,-0.003623019
CHCHD7,arch_1,-0.0145074865
PENK,arch_1,-0.049545314
AC012349.1,arch_1,-0.040963978
LINC00968,arch_1,-0.050336707
IMPAD1,arch_1,0.0006775839
AC104051.1,arch_1,-0.021769935
LINC01602,arch_1,-0.018730508
AC012103.1,arch_1,-0.017643945
FAM110B,arch_1,-0.110738985
AC104350.1,arch_1,-0.025876462
AC027698.1,arch_1,-0.05001599
UBXN2B,arch_1,-0.009531611
SDCBP,arch_1,0.04244259
NSMAF,arch_1,-0.00598518
TOX,arch_1,-0.015218949
CA8,arch_1,-0.01249233
LINC01301,arch_1,-0.015872583
RAB2A,arch_1,-0.0043537957
AC068389.3,arch_1,-0.019539112
AC068389.1,arch_1,-0.025704574
CHD7,arch_1,-0.020170463
AC022182.1,arch_1,-0.029182151
CLVS1,arch_1,-0.012418189
AC023866.2,arch_1,-0.017219262
ASPH,arch_1,0.024727399
LINC02842,arch_1,-0.01596254
AC023095.1,arch_1,-0.020151814
NKAIN3,arch_1,-0.018914467
GGH,arch_1,-0.020139545
TTPA,arch_1,-0.004638257
YTHDF3,arch_1,0.016680535
AC011978.2,arch_1,-0.020838855
AC011124.1,arch_1,-0.016163565
LINC01414,arch_1,-0.01774095
AC090136.3,arch_1,-0.017691255
CYP7B1,arch_1,-0.004827458
AC104232.3,arch_1,-0.018992495
AC104232.1,arch_1,-0.019718597
LINC01299,arch_1,-0.017148474
AC100814.1,arch_1,-0.020420631
ARMC1,arch_1,-0.0021453677
MTFR1,arch_1,0.030119639
PDE7A,arch_1,0.09601135
AC009879.4,arch_1,-0.0034959964
RRS1,arch_1,-0.01086448
ADHFE1,arch_1,0.10076938
VXN,arch_1,-0.010249687
MYBL1,arch_1,-0.016817268
VCPIP1,arch_1,0.010857093
SGK3,arch_1,-0.018994894
MCMDC2,arch_1,-0.014727903
SNHG6,arch_1,0.03301741
TCF24,arch_1,-0.019523112
PPP1R42,arch_1,-0.009034005
COPS5,arch_1,0.0015907781
CSPP1,arch_1,0.01257827
ARFGEF1,arch_1,-0.023662409
AC021321.1,arch_1,-0.023165163
CPA6,arch_1,-0.033639353
PREX2,arch_1,-0.15175875
AC011853.2,arch_1,-0.03003704
C8orf34-AS1,arch_1,-0.012576662
C8orf34,arch_1,0.13686796
LINC01592,arch_1,-0.02945052
SULF1,arch_1,-0.11205209
NCOA2,arch_1,0.014175685
AC022730.4,arch_1,-0.01738471
TRAM1,arch_1,-0.015894664
LACTB2-AS1,arch_1,-0.012461019
LACTB2,arch_1,0.0018495315
XKR9,arch_1,-0.0101183355
AC022858.1,arch_1,-0.019390868
EYA1,arch_1,0.01225987
MSC-AS1,arch_1,-0.043537572
MSC,arch_1,-0.023939613
TRPA1,arch_1,-0.015604452
AC078906.1,arch_1,-0.018619515
KCNB2,arch_1,-0.008712655
TERF1,arch_1,-0.0019230823
AC022893.1,arch_1,-0.003366171
SBSPON,arch_1,-0.015436914
C8orf89,arch_1,-0.020946074
RPL7,arch_1,-0.01542821
RDH10,arch_1,0.025758402
RDH10-AS1,arch_1,0.021788305
STAU2-AS1,arch_1,-0.020186106
STAU2,arch_1,0.009889621
AC027018.1,arch_1,-0.0013185876
UBE2W,arch_1,0.020863181
ELOC,arch_1,0.009853423
TMEM70,arch_1,0.00071213
LY96,arch_1,-0.027868824
AC087672.2,arch_1,-0.025560591
AC087627.1,arch_1,-0.022677662
JPH1,arch_1,-0.03549836
GDAP1,arch_1,0.028936395
MIR2052HG,arch_1,-0.0030588494
AC115837.2,arch_1,-0.01909875
AC011632.1,arch_1,-0.017901491
PI15,arch_1,-0.022145221
CRISPLD1,arch_1,-0.06697181
CASC9,arch_1,-0.023915855
HNF4G,arch_1,-0.04957421
AC011029.1,arch_1,-0.025967441
LINC01111,arch_1,-0.018758371
ZFHX4-AS1,arch_1,-0.027331097
ZFHX4,arch_1,-0.035130657
PEX2,arch_1,-0.012703004
AC062004.1,arch_1,-0.018134868
PKIA-AS1,arch_1,-0.009247696
PKIA,arch_1,-0.025096893
ZC2HC1A,arch_1,-0.014200799
IL7,arch_1,-0.00091896
AC083837.1,arch_1,0.0067705675
STMN2,arch_1,-0.018201323
HEY1,arch_1,-0.07236603
LINC01607,arch_1,-0.04711592
AC036214.1,arch_1,-0.0930525
AC036214.4,arch_1,-0.025590956
MRPS28,arch_1,-0.024018832
TPD52,arch_1,-0.073200315
AC009686.1,arch_1,-0.025229469
AC034114.2,arch_1,-0.0074626175
AC009812.1,arch_1,-0.022135403
ZBTB10,arch_1,-0.0056213136
AC009812.3,arch_1,-0.019242734
AC009812.4,arch_1,-0.018689794
ZNF704,arch_1,-0.10439517
AC012533.1,arch_1,-0.02159387
PAG1,arch_1,-0.051590286
AC022778.1,arch_1,-0.019564243
AC079209.2,arch_1,-0.012616367
AC079209.1,arch_1,-0.017826235
FABP5,arch_1,-0.015598619
AC018616.1,arch_1,-0.017113999
FABP4,arch_1,-0.009901228
IMPA1,arch_1,0.007179506
ZFAND1,arch_1,-0.005374732
AC132219.1,arch_1,-0.014099234
SNX16,arch_1,0.005647512
LINC02235,arch_1,-0.016013477
AC060765.2,arch_1,-0.012193355
LINC02839,arch_1,-0.021146491
AC060765.1,arch_1,-0.020169342
AC105031.2,arch_1,-0.017378537
AC015522.1,arch_1,-0.025414938
RALYL,arch_1,-0.017817292
LRRCC1,arch_1,-0.016212814
AC011773.4,arch_1,-0.025239542
E2F5,arch_1,-0.015023086
RBIS,arch_1,-0.0013615708
CA13,arch_1,0.016913937
AC011773.3,arch_1,-0.01949326
CA1,arch_1,0.00085168437
CA3,arch_1,0.019610593
CA3-AS1,arch_1,-0.022194173
CA2,arch_1,-0.035028074
AC100801.1,arch_1,-0.023993263
ATP6V0D2,arch_1,-0.021703582
AC023194.3,arch_1,-0.017710619
SLC7A13,arch_1,-0.018518347
WWP1,arch_1,0.038979053
RMDN1,arch_1,-0.01219718
CPNE3,arch_1,-0.0032002134
CNGB3,arch_1,-0.017128628
AC090572.3,arch_1,-0.022643993
AC090572.2,arch_1,-0.019897284
CNBD1,arch_1,-0.09100125
AF121898.1,arch_1,-0.057899963
AC037450.1,arch_1,-0.021598019
MMP16,arch_1,-0.0703457
AC090578.1,arch_1,-0.017893016
AF117829.1,arch_1,0.0007956375
RIPK2,arch_1,-0.0003709048
OSGIN2,arch_1,-0.011632768
NBN,arch_1,-0.015871776
DECR1,arch_1,0.0020713808
CALB1,arch_1,-0.019385297
AC004083.1,arch_1,0.002627674
LINC00534,arch_1,0.006833038
TMEM64,arch_1,0.001944143
NECAB1,arch_1,-0.0012496545
AC103770.1,arch_1,-0.009406463
C8orf88,arch_1,0.005465183
PIP4P2,arch_1,-0.0038262347
AC087439.1,arch_1,-0.020070707
OTUD6B-AS1,arch_1,0.018681679
OTUD6B,arch_1,0.004623984
LRRC69,arch_1,0.017991573
SLC26A7,arch_1,0.0049687154
AC103409.1,arch_1,-0.0055598584
RUNX1T1,arch_1,-0.040929157
AC091096.1,arch_1,-0.01871467
AC104211.1,arch_1,-0.007164579
AC117834.2,arch_1,-0.018719114
AC117834.1,arch_1,-0.011053328
TRIQK,arch_1,0.0014141111
C8orf87,arch_1,-0.014440755
LINC00535,arch_1,0.015425525
AC016885.2,arch_1,-0.0044832127
FAM92A,arch_1,-0.012772872
AC120053.1,arch_1,-0.016283963
RBM12B,arch_1,-0.00433274
TMEM67,arch_1,0.0050945734
AC084346.1,arch_1,-0.020861287
PDP1,arch_1,0.012258531
CDH17,arch_1,-0.019512461
GEM,arch_1,-0.04414064
RAD54B,arch_1,-0.020768048
VIRMA,arch_1,-0.0015990767
AC023632.2,arch_1,-0.0109375315
ESRP1,arch_1,-0.01828141
DPY19L4,arch_1,-0.0068461844
INTS8,arch_1,-0.0056367824
CCNE2,arch_1,-0.016750252
NDUFAF6,arch_1,-0.0119551
TP53INP1,arch_1,-0.0048655258
AC068189.2,arch_1,-0.018599581
AC068189.1,arch_1,-0.019828027
PLEKHF2,arch_1,-0.0064911717
C8orf37-AS1,arch_1,0.020745141
C8orf37,arch_1,-0.0060856873
GDF6,arch_1,-0.029661903
MTERF3,arch_1,0.009843176
PTDSS1,arch_1,0.00818938
SDC2,arch_1,-0.01590068
CPQ,arch_1,-0.061240043
TSPYL5,arch_1,-0.022102905
MTDH,arch_1,0.0005240413
LAPTM4B,arch_1,0.03673752
MATN2,arch_1,-0.06887032
RPL30,arch_1,-0.010610775
AP003352.1,arch_1,-0.018869273
RIDA,arch_1,-0.003917105
POP1,arch_1,0.025698582
NIPAL2,arch_1,0.023962837
STK3,arch_1,0.09658405
KCNS2,arch_1,-0.013434591
AP003467.1,arch_1,-0.014976219
OSR2,arch_1,0.03305172
VPS13B-DT,arch_1,0.002626957
AC016877.1,arch_1,0.008580233
VPS13B,arch_1,0.028682226
AC107909.2,arch_1,-0.018032972
AC018442.2,arch_1,-0.018999098
COX6C,arch_1,-0.004365248
RGS22,arch_1,0.03200667
POLR2K,arch_1,-0.012294194
SPAG1,arch_1,0.02556242
RNF19A,arch_1,0.07446505
AP001574.1,arch_1,-0.007988381
ANKRD46,arch_1,-0.0069778133
SNX31,arch_1,-0.017919546
PABPC1,arch_1,0.0475994
AC027373.1,arch_1,-0.01938224
YWHAZ,arch_1,-0.00035374975
AP003469.4,arch_1,-0.017638687
ZNF706,arch_1,-0.0223612
AP001208.1,arch_1,-0.019213583
GRHL2,arch_1,-0.0214543
NCALD,arch_1,-0.06965123
AP000426.1,arch_1,-0.019986372
RRM2B,arch_1,0.0017843997
UBR5-AS1,arch_1,-0.012634698
UBR5,arch_1,0.012896033
AP002907.1,arch_1,-0.021271002
AP002852.1,arch_1,-0.017283935
KLF10,arch_1,0.013335762
AP002851.1,arch_1,-0.025278138
GASAL1,arch_1,-0.018879117
AZIN1,arch_1,0.0112580415
AP003696.1,arch_1,-0.015886325
AZIN1-AS1,arch_1,-0.03529818
ATP6V1C1,arch_1,0.0049691703
BAALC,arch_1,-0.014236311
BAALC-AS1,arch_1,-0.00831352
FZD6,arch_1,-0.0110556185
CTHRC1,arch_1,-0.024145497
AC012213.3,arch_1,-0.022388132
SLC25A32,arch_1,0.004687779
DCAF13,arch_1,0.018334426
RIMS2,arch_1,0.0040350957
DPYS,arch_1,-0.012850247
LRP12,arch_1,-0.022158235
ZFPM2,arch_1,0.037475623
AC021546.1,arch_1,-0.017895456
ZFPM2-AS1,arch_1,-0.0031758428
AC090802.1,arch_1,-0.01790789
AC027031.2,arch_1,-0.015159812
OXR1,arch_1,0.02869263
AC090579.1,arch_1,0.013354688
ANGPT1,arch_1,0.12932004
AC025508.1,arch_1,-0.019805597
RSPO2,arch_1,-0.00397003
EIF3E,arch_1,0.024749974
AC087620.1,arch_1,-0.017131587
EMC2,arch_1,0.005503125
TMEM74,arch_1,-0.0069431327
AC104248.1,arch_1,0.052652128
TRHR,arch_1,-0.0109590925
NUDCD1,arch_1,0.022359507
AC021237.1,arch_1,-0.013251314
ENY2,arch_1,0.017056938
PKHD1L1,arch_1,-0.013013989
EBAG9,arch_1,-0.009269295
SYBU,arch_1,0.08819954
LINC01608,arch_1,-0.017408924
LINC01609,arch_1,-0.016938752
LINC02237,arch_1,-0.010331257
CSMD3,arch_1,-0.02685891
AC055788.1,arch_1,-0.016986711
TRPS1,arch_1,-0.081254
AF178030.1,arch_1,-0.019100979
LINC00536,arch_1,-0.023685653
AC090994.1,arch_1,-0.020337315
EIF3H,arch_1,0.01940153
UTP23,arch_1,0.0050860234
RAD21,arch_1,-0.0070422967
SLC30A8,arch_1,-0.023016285
AC084114.1,arch_1,-0.022984836
MED30,arch_1,0.001698989
EXT1,arch_1,-0.06939933
SAMD12,arch_1,-0.010000123
AC023590.1,arch_1,-0.011929593
SAMD12-AS1,arch_1,-0.018340595
TNFRSF11B,arch_1,-0.012373598
MAL2,arch_1,-0.02047712
MAL2-AS1,arch_1,-0.019835195
AC021733.4,arch_1,-0.02041822
CCN3,arch_1,-0.019853603
AC021733.2,arch_1,-0.018698039
ENPP2,arch_1,-0.035053898
TAF2,arch_1,0.009746837
AP005717.2,arch_1,-0.015186138
DSCC1,arch_1,-0.010772922
DEPTOR,arch_1,0.022491252
AC091563.1,arch_1,-0.00646376
COL14A1,arch_1,-0.12982062
MRPL13,arch_1,0.0102846995
MTBP,arch_1,-0.010312953
SNTB1,arch_1,-0.09075946
AC104958.1,arch_1,-0.017245166
AC068413.1,arch_1,-0.022010662
HAS2,arch_1,0.093637645
HAS2-AS1,arch_1,0.01320338
LINC02855,arch_1,-0.020539148
AC037486.1,arch_1,0.004863644
ZHX2,arch_1,0.0224157
AC104316.1,arch_1,-0.0009200568
DERL1,arch_1,-0.0014245798
TBC1D31,arch_1,-0.002440964
AC068228.3,arch_1,-0.01790194
FAM83A,arch_1,-0.019632453
C8orf76,arch_1,0.007587647
ZHX1,arch_1,0.010087768
ATAD2,arch_1,0.03392108
WDYHV1,arch_1,0.0018087095
FBXO32,arch_1,0.03145854
ANXA13,arch_1,-0.01803448
FAM91A1,arch_1,0.015884493
FER1L6,arch_1,-0.019546233
FER1L6-AS1,arch_1,-0.01829903
FER1L6-AS2,arch_1,-0.017203074
AC090921.1,arch_1,-0.015789023
TMEM65,arch_1,-0.016710643
TRMT12,arch_1,-0.0077659125
RNF139-AS1,arch_1,-0.0061041364
RNF139,arch_1,0.00040172038
TATDN1,arch_1,0.0118213715
AC090198.1,arch_1,-0.013344662
NDUFB9,arch_1,0.016483765
MTSS1,arch_1,0.002360415
AC100858.3,arch_1,-0.018182054
LINC00964,arch_1,-0.020277401
ZNF572,arch_1,-0.020221122
SQLE,arch_1,-0.01465683
WASHC5,arch_1,0.005961042
WASHC5-AS1,arch_1,-0.022313818
NSMCE2,arch_1,0.017879067
AC084083.1,arch_1,-0.016760917
TRIB1,arch_1,-0.0030663048
AC091114.1,arch_1,-0.018630309
AC016074.2,arch_1,-0.01797557
LINC00861,arch_1,-0.01664346
PCAT1,arch_1,-0.01743211
AC024382.1,arch_1,-0.020667564
CASC19,arch_1,-0.009868322
CASC8,arch_1,-0.020360198
AC104370.1,arch_1,-0.01794832
CASC11,arch_1,-0.015347981
MYC,arch_1,0.046951666
PVT1,arch_1,0.17320926
AC100822.1,arch_1,-0.017376274
LINC00824,arch_1,-0.019207492
CCDC26,arch_1,-0.0008335157
AC022973.5,arch_1,-0.01802587
FAM49B,arch_1,0.034501188
AC022973.4,arch_1,-0.017636266
AC022973.3,arch_1,-0.015999751
AC131568.1,arch_1,-0.014815104
ASAP1,arch_1,-0.0822529
AC009682.1,arch_1,-0.018211953
AC139019.1,arch_1,-0.023237238
ADCY8,arch_1,-0.020474404
EFR3A,arch_1,-0.04270843
KCNQ3,arch_1,-0.06962218
HPYR1,arch_1,-0.016811023
LRRC6,arch_1,-0.003746667
TMEM71,arch_1,-0.015943784
AF228727.1,arch_1,-0.010675717
PHF20L1,arch_1,0.00056268065
AF230666.1,arch_1,-0.01605063
TG,arch_1,-0.0019087686
SLA,arch_1,-0.018451434
CCN4,arch_1,-0.039580677
NDRG1,arch_1,0.052469376
ST3GAL1,arch_1,0.21897632
AC103706.1,arch_1,-0.0103178285
AC105180.2,arch_1,-0.019581145
ZFAT,arch_1,0.00851064
AC083843.3,arch_1,0.014029753
LINC01591,arch_1,-0.018920204
KHDRBS3,arch_1,-0.02554475
LINC02055,arch_1,-0.0038745909
AC105213.1,arch_1,-0.019445557
AC046195.1,arch_1,-0.016637618
AC046195.2,arch_1,-0.016599158
FAM135B,arch_1,-0.035460453
COL22A1,arch_1,-0.14106974
KCNK9,arch_1,-0.015994774
TRAPPC9,arch_1,-0.007657033
AC107375.1,arch_1,-0.02270036
CHRAC1,arch_1,-0.018089479
AGO2,arch_1,0.019555798
PTK2,arch_1,-0.041746613
DENND3,arch_1,0.006829534
AC040970.1,arch_1,-0.020679718
SLC45A4,arch_1,-0.006759176
AC011676.3,arch_1,-0.020535588
LINC00051,arch_1,-0.016767321
TSNARE1,arch_1,0.0067155403
ADGRB1,arch_1,-0.018588295
JRK,arch_1,-0.0013130193
PSCA,arch_1,-0.017744657
LY6K,arch_1,-0.020888465
LNCOC1,arch_1,-0.029968346
THEM6,arch_1,-0.021612287
LYNX1,arch_1,-0.016341912
GML,arch_1,-0.020260988
LY6E-DT,arch_1,0.00505027
LY6E,arch_1,-0.01908635
C8orf31,arch_1,0.002670757
ZFP41,arch_1,-0.008516994
GLI4,arch_1,-0.0060664634
MINCR,arch_1,-0.016972657
ZNF696,arch_1,-0.013522726
TOP1MT,arch_1,-0.016175795
ZC3H3,arch_1,0.0027672271
AC067930.8,arch_1,-0.011849664
AC067930.3,arch_1,-0.011079506
GSDMD,arch_1,-0.01674543
MROH6,arch_1,-0.018461777
NAPRT,arch_1,-0.014173815
EEF1D,arch_1,0.012897027
TIGD5,arch_1,-0.014640878
PYCR3,arch_1,-0.01724848
TSTA3,arch_1,-0.017051892
AC067930.2,arch_1,-0.01882642
ZNF623,arch_1,-0.00578959
ZNF707,arch_1,-0.010135209
IQANK1,arch_1,-0.019176316
SCRIB,arch_1,-0.014513179
PUF60,arch_1,-0.017183196
AC234917.3,arch_1,-0.018042995
NRBP2,arch_1,0.0022062554
AC109322.2,arch_1,-0.018177394
PLEC,arch_1,0.0019768926
PARP10,arch_1,-0.012955566
GRINA,arch_1,0.0033006086
SPATC1,arch_1,-0.012863169
AC109322.1,arch_1,-0.01799208
EXOSC4,arch_1,-0.016637078
GPAA1,arch_1,-0.014207198
SHARPIN,arch_1,-0.007805491
MAF1,arch_1,-0.020054067
WDR97,arch_1,-0.0202625
HGH1,arch_1,-0.017063832
MROH1,arch_1,-0.00855682
BOP1,arch_1,-0.01554283
SCX,arch_1,-0.0474128
HSF1,arch_1,0.012704338
DGAT1,arch_1,-0.016513739
SLC52A2,arch_1,-0.010931095
FBXL6,arch_1,-0.022975503
ADCK5,arch_1,-0.014192381
CPSF1,arch_1,-0.015856827
VPS28,arch_1,-0.008546947
TONSL,arch_1,-0.022798834
CYHR1,arch_1,0.006264974
KIFC2,arch_1,-0.015549581
PPP1R16A,arch_1,-0.019863069
AC084125.2,arch_1,-0.022665715
MFSD3,arch_1,-0.019147214
RECQL4,arch_1,-0.02016282
AC084125.4,arch_1,-0.019616418
LRRC14,arch_1,-0.017711617
LRRC24,arch_1,-0.021143654
C8orf82,arch_1,-0.01983293
ARHGAP39,arch_1,-0.023095109
AF186192.1,arch_1,-0.01833693
ZNF251,arch_1,-0.005720203
ZNF34,arch_1,-0.008611091
RPL8,arch_1,-0.021250796
ZNF517,arch_1,-0.014493526
ZNF7,arch_1,-0.0008619362
COMMD5,arch_1,0.00044239018
AF235103.3,arch_1,-0.014289704
ZNF250,arch_1,-0.012520264
ZNF16,arch_1,-0.008107301
ZNF252P-AS1,arch_1,-0.02299549
C8orf33,arch_1,0.0009982198
WASHC1,arch_1,0.001816661
AL928970.1,arch_1,-0.014082741
CBWD1,arch_1,0.007492527
DOCK8,arch_1,0.07750526
AL158832.1,arch_1,-0.017495506
AL161725.1,arch_1,-0.01556618
KANK1,arch_1,0.09386684
AL136979.1,arch_1,-0.001188553
DMRT1,arch_1,-0.018569224
DMRT2,arch_1,-0.01764555
AL358053.1,arch_1,-0.01988358
SMARCA2,arch_1,-0.032133188
AL359076.1,arch_1,-0.009008984
VLDLR-AS1,arch_1,0.024106307
VLDLR,arch_1,-0.016143613
KCNV2,arch_1,-0.013123399
PUM3,arch_1,0.03994825
RFX3,arch_1,-0.019039003
RFX3-AS1,arch_1,-0.002062803
AL354977.1,arch_1,-0.019200994
GLIS3,arch_1,0.082271874
AL137071.1,arch_1,-0.01736435
GLIS3-AS1,arch_1,-0.01825048
AL162419.1,arch_1,-0.01729116
SLC1A1,arch_1,0.0046782354
SPATA6L,arch_1,-0.021879073
PLPP6,arch_1,-0.017794518
CDC37L1-DT,arch_1,-0.02120559
CDC37L1,arch_1,0.014478364
AK3,arch_1,0.0022086694
AL353151.2,arch_1,-0.024403729
RCL1,arch_1,0.025945917
JAK2,arch_1,0.023520501
INSL6,arch_1,-0.00075921975
PLGRKT,arch_1,-0.0154525405
CD274,arch_1,-0.019982269
AL162253.2,arch_1,-0.021008281
PDCD1LG2,arch_1,-0.00857743
AL162253.1,arch_1,-0.02285474
RIC1,arch_1,0.027889295
AL136980.1,arch_1,-0.018033134
ERMP1,arch_1,-0.003316916
KIAA2026,arch_1,-0.004245725
MLANA,arch_1,0.0010161648
RANBP6,arch_1,-0.006461832
IL33,arch_1,-0.0260713
UHRF2,arch_1,0.011096783
AL133480.1,arch_1,0.011171146
GLDC,arch_1,-0.018303681
AL162411.1,arch_1,-0.021784868
KDM4C,arch_1,0.0006376756
AL161443.1,arch_1,-0.0240941
DMAC1,arch_1,-0.02072828
AL135923.2,arch_1,-0.028880911
PTPRD,arch_1,0.056667626
PTPRD-AS1,arch_1,-0.017557094
AL353595.1,arch_1,-0.018670067
LURAP1L-AS1,arch_1,-0.0061182994
LURAP1L,arch_1,-0.013285516
AL161449.2,arch_1,-0.023356836
MPDZ,arch_1,-0.04503334
AL583785.1,arch_1,-0.0051161526
LINC01235,arch_1,-0.020068627
NFIB,arch_1,-0.011558619
AL136366.1,arch_1,-0.016821768
AL137017.1,arch_1,-0.02024958
AL159169.2,arch_1,-0.021574762
ZDHHC21,arch_1,-0.07039558
CER1,arch_1,-0.025109846
FREM1,arch_1,-0.20934513
AL512643.2,arch_1,-0.03708748
AL512643.1,arch_1,-0.022488995
TTC39B,arch_1,-0.052120905
SNAPC3,arch_1,-0.010034082
PSIP1,arch_1,-0.004698194
CCDC171,arch_1,-0.047528744
C9orf92,arch_1,-0.016541218
BNC2,arch_1,-0.041543122
AL449983.1,arch_1,-0.022054642
BNC2-AS1,arch_1,0.0005923833
AL162725.2,arch_1,-0.01680179
CNTLN,arch_1,-0.014129791
SH3GL2,arch_1,-0.016516287
ADAMTSL1,arch_1,0.04991688
SAXO1,arch_1,-0.0034807888
RRAGA,arch_1,-0.017202038
HAUS6,arch_1,0.010634127
PLIN2,arch_1,0.14450677
DENND4C,arch_1,-0.027875192
AL161909.2,arch_1,-0.020059597
AL391834.2,arch_1,-0.01973044
RPS6,arch_1,0.008802158
AL391834.3,arch_1,-0.01944961
ACER2,arch_1,0.05631669
AL158206.1,arch_1,0.0024433192
SLC24A2,arch_1,-0.0841421
AL158077.2,arch_1,-0.02311591
MLLT3,arch_1,-0.05176904
FOCAD,arch_1,-0.021372005
HACD4,arch_1,-0.0147667555
KLHL9,arch_1,0.003639046
MIR31HG,arch_1,-0.01589357
MTAP,arch_1,-0.015817618
AL359922.2,arch_1,-0.021544894
CDKN2A,arch_1,-0.03224784
CDKN2B-AS1,arch_1,-0.020633781
CDKN2B,arch_1,-0.022304269
DMRTA1,arch_1,-0.018939037
LINC01239,arch_1,-0.036019877
AL391117.1,arch_1,-0.020443564
AL445623.2,arch_1,-0.016222063
ELAVL2,arch_1,-0.018709864
TUSC1,arch_1,-0.015711172
LINC01241,arch_1,-0.019567274
CAAP1,arch_1,-0.014005457
PLAA,arch_1,0.0031648888
IFT74,arch_1,-0.0022732625
LRRC19,arch_1,-0.01602251
AL355432.1,arch_1,-0.015771594
